relative_position	route	source_lexicality	interpolated_error_rate
0.30303030303030304	ltm	real	0.0008230754485470731
0.31313131313131315	ltm	real	0.000865934725903089
0.32323232323232326	ltm	real	0.000917363734024828
0.33333333333333337	ltm	real	0.0009751430516457843
0.3434343434343435	ltm	real	0.001043218487232154
0.3535353535353536	ltm	real	0.001124651152606876
0.36363636363636365	ltm	real	0.001215894581538557
0.37373737373737376	ltm	real	0.0013134023077958057
0.38383838383838387	ltm	real	0.0014178863637030492
0.393939393939394	ltm	real	0.0015321183379629932
0.4040404040404041	ltm	real	0.0016518543233707043
0.4141414141414142	ltm	real	0.0017727614566785616
0.42424242424242425	ltm	real	0.001890506874638942
0.43434343434343436	ltm	real	0.002000856013631254
0.4444444444444445	ltm	real	0.0021012254365826524
0.4545454545454546	ltm	real	0.002190401757472
0.4646464646464647	ltm	real	0.002267213060433315
0.4747474747474748	ltm	real	0.002330487429600617
0.48484848484848486	ltm	real	0.002379052949107922
0.494949494949495	ltm	real	0.00241173770308925
0.5050505050505051	ltm	real	0.0024291927985793586
0.5151515151515152	ltm	real	0.0024422949357157994
0.5252525252525253	ltm	real	0.0024545331112865586
0.5353535353535354	ltm	real	0.002467696685689892
0.5454545454545455	ltm	real	0.0024835750193240554
0.5555555555555556	ltm	real	0.002503957472587304
0.5656565656565657	ltm	real	0.0025306334058778947
0.5757575757575758	ltm	real	0.0025653507094389296
0.5858585858585859	ltm	real	0.0026084872224617995
0.595959595959596	ltm	real	0.00265876965759015
0.6060606060606061	ltm	real	0.002714826427840596
0.6161616161616162	ltm	real	0.0027752859462297557
0.6262626262626263	ltm	real	0.0028388014566696116
0.6363636363636365	ltm	real	0.0029056064207743587
0.6464646464646465	ltm	real	0.002974173866473095
0.6565656565656566	ltm	real	0.0030415594127499797
0.6666666666666667	ltm	real	0.0031048186785891715
0.6767676767676768	ltm	real	0.0031554641055694123
0.686868686868687	ltm	real	0.0031865563543951544
0.696969696969697	ltm	real	0.003197473372739104
0.7070707070707072	ltm	real	0.0031875931082739712
0.7171717171717172	ltm	real	0.003156755824105835
0.7272727272727273	ltm	real	0.0031127498457621254
0.7373737373737375	ltm	real	0.0030592886720435973
0.7474747474747475	ltm	real	0.0029973307243137824
0.7575757575757577	ltm	real	0.0029260201046482767
0.7676767676767677	ltm	real	0.0028436112267014885
0.7777777777777778	ltm	real	0.0027542169315089775
0.787878787878788	ltm	real	0.0026621869775667606
0.797979797979798	ltm	real	0.0025718711233708564
0.8080808080808082	ltm	real	0.00248761912741728
0.8181818181818182	ltm	real	0.002413780748202051
0.8282828282828284	ltm	real	0.002354705744221185
0.8383838383838385	ltm	real	0.0023128258792948866
0.8484848484848485	ltm	real	0.002280329788920642
0.8585858585858587	ltm	real	0.00225798006317376
0.8686868686868687	ltm	real	0.002248384714033844
0.8787878787878789	ltm	real	0.002253104632062891
0.888888888888889	ltm	real	0.002263067836838329
0.8989898989898991	ltm	real	0.0022757680718538454
0.9090909090909092	ltm	real	0.0022914541580403565
0.9191919191919192	ltm	real	0.002310374916328778
0.9292929292929294	ltm	real	0.002332779167650028
0.9393939393939394	ltm	real	0.002358915732935021
0.9494949494949496	ltm	real	0.002389033433114674
0.9595959595959597	ltm	real	0.002423381089119903
0.9696969696969697	ltm	real	0.002462207521881624
0.9797979797979799	ltm	real	0.0025057615523307536
0.98989898989899	ltm	real	0.002554292001398208
1.0	ltm	real	0.0026080476900149033
0.0	ltm	pseudo	0.017902813299232736
0.010101010101010102	ltm	pseudo	0.018048457323981193
0.020202020202020204	ltm	pseudo	0.01823203140862483
0.030303030303030304	ltm	pseudo	0.018451317680595516
0.04040404040404041	ltm	pseudo	0.018704098267325105
0.05050505050505051	ltm	pseudo	0.018988155296245462
0.06060606060606061	ltm	pseudo	0.01930127089478845
0.07070707070707072	ltm	pseudo	0.01964122719038593
0.08080808080808081	ltm	pseudo	0.020005806310469765
0.09090909090909091	ltm	pseudo	0.020392790382471812
0.10101010101010102	ltm	pseudo	0.02079996153382394
0.11111111111111112	ltm	pseudo	0.021225101891958007
0.12121212121212122	ltm	pseudo	0.021665993584305876
0.13131313131313133	ltm	pseudo	0.022156507665834508
0.14141414141414144	ltm	pseudo	0.02282061758001122
0.15151515151515152	ltm	pseudo	0.02366225963441807
0.16161616161616163	ltm	pseudo	0.024681047474205846
0.17171717171717174	ltm	pseudo	0.025855904784450788
0.18181818181818182	ltm	pseudo	0.02718276947218516
0.19191919191919193	ltm	pseudo	0.028638846589323107
0.20202020202020204	ltm	pseudo	0.030197697809561958
0.21212121212121213	ltm	pseudo	0.03183288480659904
0.22222222222222224	ltm	pseudo	0.033517969254131676
0.23232323232323235	ltm	pseudo	0.0352265128258572
0.24242424242424243	ltm	pseudo	0.03693207719547292
0.25252525252525254	ltm	pseudo	0.038611388186880896
0.26262626262626265	ltm	pseudo	0.04031315878180602
0.27272727272727276	ltm	pseudo	0.04205870721805163
0.2828282828282829	ltm	pseudo	0.043842868782847384
0.29292929292929293	ltm	pseudo	0.04570536422753858
0.30303030303030304	ltm	pseudo	0.04775076113472057
0.31313131313131315	ltm	pseudo	0.049952576744894485
0.32323232323232326	ltm	pseudo	0.0522767535247031
0.33333333333333337	ltm	pseudo	0.0546892339407892
0.3434343434343435	ltm	pseudo	0.05716795102543831
0.3535353535353536	ltm	pseudo	0.05969120090871871
0.36363636363636365	ltm	pseudo	0.06222547070394725
0.37373737373737376	ltm	pseudo	0.06473724752444086
0.38383838383838387	ltm	pseudo	0.06721357209724096
0.393939393939394	ltm	pseudo	0.06964579305434399
0.4040404040404041	ltm	pseudo	0.07198744349797719
0.4141414141414142	ltm	pseudo	0.0741916021511802
0.42424242424242425	ltm	pseudo	0.07621134773699273
0.43434343434343436	ltm	pseudo	0.07803885697157109
0.4444444444444445	ltm	pseudo	0.07981944165613383
0.4545454545454546	ltm	pseudo	0.0815607914663071
0.4646464646464647	ltm	pseudo	0.08324963350916126
0.4747474747474748	ltm	pseudo	0.08487269489176669
0.48484848484848486	ltm	pseudo	0.08641670272119374
0.494949494949495	ltm	pseudo	0.08786838410451289
0.5050505050505051	ltm	pseudo	0.08922527440824393
0.5151515151515152	ltm	pseudo	0.09054647102140384
0.5252525252525253	ltm	pseudo	0.09184872894170583
0.5353535353535354	ltm	pseudo	0.0931388305435526
0.5454545454545455	ltm	pseudo	0.09442355820134678
0.5555555555555556	ltm	pseudo	0.095709694289491
0.5656565656565657	ltm	pseudo	0.09700402118238789
0.5757575757575758	ltm	pseudo	0.09833597110790336
0.5858585858585859	ltm	pseudo	0.09988275975505151
0.595959595959596	ltm	pseudo	0.10165451148991853
0.6060606060606061	ltm	pseudo	0.10361895912627692
0.6161616161616162	ltm	pseudo	0.1057438354778993
0.6262626262626263	ltm	pseudo	0.10799790510733033
0.6363636363636365	ltm	pseudo	0.1104184919061387
0.6464646464646465	ltm	pseudo	0.11297886481797777
0.6565656565656566	ltm	pseudo	0.11559515214610103
0.6666666666666667	ltm	pseudo	0.11818348219376179
0.6767676767676768	ltm	pseudo	0.12069617468166692
0.686868686868687	ltm	pseudo	0.12308953391713952
0.696969696969697	ltm	pseudo	0.1252856650833574
0.7070707070707072	ltm	pseudo	0.12720667336349842
0.7171717171717172	ltm	pseudo	0.12878425868988916
0.7272727272727273	ltm	pseudo	0.13011635198389435
0.7373737373737375	ltm	pseudo	0.13121928596684973
0.7474747474747475	ltm	pseudo	0.132052610225864
0.7575757575757577	ltm	pseudo	0.132650124469864
0.7676767676767677	ltm	pseudo	0.1331780052474312
0.7777777777777778	ltm	pseudo	0.1336527671194346
0.787878787878788	ltm	pseudo	0.13408318742226288
0.797979797979798	ltm	pseudo	0.1344780434923047
0.8080808080808082	ltm	pseudo	0.13484611266594865
0.8181818181818182	ltm	pseudo	0.13519617227958333
0.8282828282828284	ltm	pseudo	0.13553699966959748
0.8383838383838385	ltm	pseudo	0.1358843465827698
0.8484848484848485	ltm	pseudo	0.13628755580367624
0.8585858585858587	ltm	pseudo	0.13675916336455446
0.8686868686868687	ltm	pseudo	0.13730774311559418
0.8787878787878789	ltm	pseudo	0.13794240802336172
0.888888888888889	ltm	pseudo	0.13869347703296742
0.8989898989898991	ltm	pseudo	0.13955941940527
0.9090909090909092	ltm	pseudo	0.14052949439011875
0.9191919191919192	ltm	pseudo	0.1415929612373631
0.9292929292929294	ltm	pseudo	0.1427390791968523
0.9393939393939394	ltm	pseudo	0.14395710751843574
0.9494949494949496	ltm	pseudo	0.14523630545196275
0.9595959595959597	ltm	pseudo	0.1465659322472827
0.9696969696969697	ltm	pseudo	0.14793524715424486
0.9797979797979799	ltm	pseudo	0.1493335094226986
0.98989898989899	ltm	pseudo	0.15074997830249331
1.0	ltm	pseudo	0.15217391304347827
