witness	bin_lo	bin_hi	count
W4	0.0	0.001170950929323837	12217
W4	0.001170950929323837	0.0023419018586476673	158
W4	0.0023419018586476673	0.0035128527879714974	19
W4	0.0035128527879714974	0.0046838037172953345	6
W4	0.0046838037172953345	0.005854754646619165	1
W4	0.005854754646619165	0.007025705575942995	0
W4	0.007025705575942995	0.008196656505266825	0
W4	0.008196656505266825	0.009367607434590662	0
W4	0.009367607434590662	0.010538558363914492	0
W4	0.010538558363914492	0.011709509293238322	0
W4	0.011709509293238322	0.01288046022256216	0
W4	0.01288046022256216	0.01405141115188599	0
W4	0.01405141115188599	0.01522236208120982	0
W4	0.01522236208120982	0.01639331301053365	0
W4	0.01639331301053365	0.017564263939857487	0
W4	0.017564263939857487	0.018735214869181317	0
W4	0.018735214869181317	0.019906165798505147	0
W4	0.019906165798505147	0.021077116727828984	0
W4	0.021077116727828984	0.022248067657152815	0
W4	0.022248067657152815	0.023419018586476645	0
W4	0.023419018586476645	0.024589969515800475	0
W4	0.024589969515800475	0.025760920445124312	0
W4	0.025760920445124312	0.026931871374448142	0
W4	0.026931871374448142	0.02810282230377198	0
W4	0.02810282230377198	0.02927377323309581	0
W4	0.02927377323309581	0.03044472416241964	0
W4	0.03044472416241964	0.03161567509174347	0
W4	0.03161567509174347	0.0327866260210673	0
W4	0.0327866260210673	0.03395757695039113	0
W4	0.03395757695039113	0.03512852787971496	0
