route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
full	real	Real words	0.48484848484848486	7.278362133733909e-06	3200
full	real	Real words	0.494949494949495	8.434899963824375e-07	3200
full	real	Real words	0.5050505050505051	0.0	3200
full	real	Real words	0.5151515151515152	0.0	3200
full	real	Real words	0.5252525252525253	0.0	3200
full	real	Real words	0.5353535353535354	0.0	3200
full	real	Real words	0.5454545454545455	0.0	3200
full	real	Real words	0.5555555555555556	0.0	3200
full	real	Real words	0.5656565656565657	0.0	3200
full	real	Real words	0.5757575757575758	5.652252553079191e-07	3200
full	real	Real words	0.5858585858585859	6.054834643754161e-06	3200
full	real	Real words	0.595959595959596	1.684693326490093e-05	3200
full	real	Real words	0.6060606060606061	3.2278709964660444e-05	3200
full	real	Real words	0.6161616161616162	5.1687353588945465e-05	3200
full	real	Real words	0.6262626262626263	7.47395905798111e-05	3200
full	real	Real words	0.6363636363636365	0.00012514087152516978	3200
full	real	Real words	0.6464646464646465	0.00021285165706653363	3200
full	real	Real words	0.6565656565656566	0.000330877067275139	3200
full	real	Real words	0.6666666666666667	0.0004722222222222233	3200
full	real	Real words	0.6767676767676768	0.0006298922419790192	3200
full	real	Real words	0.686868686868687	0.0007968922466167661	3200
full	real	Real words	0.696969696969697	0.0009662273562066958	3200
full	real	Real words	0.7070707070707072	0.001130902690820048	3200
full	real	Real words	0.7171717171717172	0.0012841784465407063	3200
full	real	Real words	0.7272727272727273	0.0014234598046581517	3200
full	real	Real words	0.7373737373737375	0.0015433461103226953	3200
full	real	Real words	0.7474747474747475	0.0016368424836055696	3200
full	real	Real words	0.7575757575757577	0.0017072428833792477	3200
full	real	Real words	0.7676767676767677	0.0017757329184096865	3200
full	real	Real words	0.7777777777777778	0.001842335390946502	3200
full	real	Real words	0.787878787878788	0.0019059917355371905	3200
full	real	Real words	0.797979797979798	0.0019656433867292454	3200
full	real	Real words	0.8080808080808082	0.0020202317790701634	3200
full	real	Real words	0.8181818181818182	0.002068698347107438	3200
full	real	Real words	0.8282828282828284	0.0021099845253885665	3200
full	real	Real words	0.8383838383838385	0.0021430317484610415	3200
full	real	Real words	0.8484848484848485	0.00216678145087236	3200
full	real	Real words	0.8585858585858587	0.002180207273737271	3200
full	real	Real words	0.8686868686868687	0.0021843595376270612	3200
full	real	Real words	0.8787878787878789	0.002179612933745165	3200
full	real	Real words	0.888888888888889	0.002162637174211248	3200
full	real	Real words	0.8989898989898991	0.0021330138957166805	3200
full	real	Real words	0.9090909090909092	0.0020912377911344853	3200
full	real	Real words	0.9191919191919192	0.002037803553337682	3200
full	real	Real words	0.9292929292929294	0.0019732058751992933	3200
full	real	Real words	0.9393939393939394	0.0018979394495923416	3200
full	real	Real words	0.9494949494949496	0.0018124989693898469	3200
full	real	Real words	0.9595959595959597	0.0017173791274648323	3200
full	real	Real words	0.9696969696969697	0.0016130746166903188	3200
full	real	Real words	0.9797979797979799	0.0015000801299393269	3200
full	real	Real words	0.98989898989899	0.0013788903600848803	3200
full	real	Real words	1.0	0.00125	3200
ltm	pseudo	Pseudowords	0.0	0.0175	1600
ltm	pseudo	Pseudowords	0.010101010101010102	0.017642367034191617	1600
