epoch	train_loss	n_optimizer_steps
1	28.893435185750324	150
2	24.715115229288738	150
3	21.73914190928141	150
4	19.197836634318033	150
5	16.94798755009969	150
6	14.975995527903239	150
7	13.23304484685262	150
8	11.66183656056722	150
9	10.29411075592041	150
10	9.108844114939371	150
11	8.113087244033814	150
12	7.267126941680909	150
13	6.5721281750996905	150
14	5.9894229094187414	150
15	5.495731687545776	150
16	5.076562827428182	150
17	4.727752431233724	150
18	4.437912069956462	150
19	4.196249933242798	150
20	3.995009880065918	150
21	3.8238223441441854	150
22	3.6718934933344523	150
23	3.539647175470988	150
24	3.423580590883891	150
25	3.3206746578216553	150
26	3.2299545208613076	150
27	3.149145523707072	150
28	3.075887017250061	150
29	3.0120732259750365	150
30	2.9541055297851564	150
31	2.903069955507914	150
32	2.855376133918762	150
33	2.8116887108484905	150
34	2.773519353866577	150
35	2.737045219739278	150
36	2.7044638999303183	150
37	2.6745328823725383	150
38	2.64512691338857	150
39	2.618790314992269	150
40	2.5958656613032023	150
41	2.574690848986308	150
42	2.5528822978337606	150
43	2.5334860388437908	150
44	2.5153407875696816	150
45	2.4977290360132853	150
46	2.4822999016443887	150
47	2.4673990710576374	150
48	2.4522105916341146	150
49	2.4385391728083294	150
50	2.424270865122477	150
51	2.4125157531102497	150
52	2.4008991289138795	150
53	2.390018040339152	150
54	2.3794407574335734	150
55	2.3681073252360028	150
56	2.358195292154948	150
57	2.3491717688242595	150
58	2.338799392382304	150
59	2.329711537361145	150
60	2.3207684135437012	150
61	2.3123410097757975	150
62	2.303609011967977	150
63	2.2965841261545816	150
64	2.2875916878382365	150
65	2.279427628517151	150
66	2.272707608540853	150
67	2.264690841039022	150
68	2.2569369300206503	150
69	2.250668813387553	150
70	2.243451943397522	150
71	2.2357871945699057	150
72	2.230619134902954	150
73	2.223696575164795	150
74	2.2170962270100913	150
75	2.211256953875224	150
76	2.2051288445790607	150
77	2.198839963277181	150
78	2.1918291918436688	150
79	2.186335926850637	150
80	2.1810134124755858	150
81	2.174143206278483	150
82	2.1688999136288962	150
83	2.1639279826482136	150
84	2.158325484593709	150
85	2.15357173204422	150
86	2.147760624885559	150
87	2.143623151779175	150
88	2.1381701985994974	150
89	2.1320092527071637	150
90	2.128118020693461	150
91	2.1227538792292275	150
92	2.1170279121398927	150
93	2.112628626028697	150
94	2.1081225895881652	150
95	2.103421862125397	150
96	2.0984084407488504	150
97	2.0937264521916705	150
98	2.0891000914573667	150
99	2.0848276829719543	150
100	2.0792698009808857	150
101	2.07614536523819	150
102	2.0710987655321755	150
103	2.0669729709625244	150
104	2.0628247078259787	150
105	2.0581180834770203	150
106	2.0540570831298828	150
107	2.049568334420522	150
108	2.045510834058126	150
109	2.041492858727773	150
110	2.03761248588562	150
111	2.032848451932271	150
112	2.0295059370994566	150
113	2.024880300362905	150
114	2.0211690346399944	150
115	2.017093040148417	150
116	2.0132407681147257	150
117	2.009241700967153	150
118	2.0050477663675945	150
119	2.0010787852605185	150
120	1.997177562713623	150
121	1.993993931611379	150
122	1.9893357451756795	150
123	1.98529514392217	150
124	1.981475461324056	150
125	1.9786261089642843	150
126	1.975314555168152	150
127	1.9709066295623778	150
128	1.9676054469744364	150
129	1.9634588074684143	150
130	1.9602651143074035	150
131	1.9556698608398437	150
132	1.9528940304120381	150
133	1.949291013876597	150
134	1.9456534934043885	150
135	1.9418324295679728	150
136	1.9385313447316488	150
137	1.9351357316970825	150
138	1.9309311485290528	150
139	1.9284210435549418	150
140	1.924625469048818	150
141	1.9210991740226746	150
142	1.9177672306696574	150
143	1.91481609026591	150
144	1.9108507100741068	150
145	1.9077009232838948	150
146	1.9038966703414917	150
147	1.9003000275293986	150
148	1.8974851568539937	150
149	1.893553474744161	150
150	1.8910375682512919	150
151	1.887630163828532	150
152	1.8842809104919434	150
153	1.8804288371404012	150
154	1.8781066052118938	150
155	1.8742126337687175	150
156	1.8716876800855	150
157	1.8679530286788941	150
158	1.8646030648549399	150
159	1.8617538396517437	150
160	1.8584093769391379	150
161	1.854826521873474	150
162	1.8522805603345236	150
163	1.8489030734697978	150
164	1.8462366477648418	150
165	1.8428698460261026	150
166	1.8390748588244121	150
167	1.8362792833646138	150
168	1.8331265513102213	150
169	1.8303043866157531	150
170	1.8270043778419494	150
171	1.8227050431569418	150
172	1.8207466149330138	150
173	1.8178899486859639	150
174	1.8142012453079224	150
175	1.8116034436225892	150
176	1.809000200430552	150
177	1.8061791666348774	150
178	1.802501796881358	150
179	1.7999316906929017	150
180	1.7967657589912414	150
181	1.7936414392789204	150
182	1.7905526518821717	150
183	1.788804608186086	150
184	1.7851319265365602	150
185	1.7817800958951315	150
186	1.7789229861895244	150
187	1.7761741654078165	150
188	1.773138437271118	150
189	1.7703230611483256	150
190	1.7675734615325929	150
191	1.7655702503522237	150
192	1.7615182813008625	150
193	1.7587236666679382	150
194	1.7564697964986165	150
195	1.7537753216425578	150
196	1.7500141016642252	150
197	1.7476069943110148	150
198	1.74421555519104	150
199	1.7422024218241374	150
200	1.7395767092704773	150
201	1.736052033106486	150
202	1.7326676472028097	150
203	1.7309134030342102	150
204	1.7279589613278707	150
205	1.725053271452586	150
206	1.7219516110420228	150
207	1.7191820685068766	150
208	1.7163814290364583	150
209	1.7132364424069721	150
210	1.7105506483713786	150
211	1.7074610869089761	150
212	1.7056415104866027	150
213	1.7035609459877015	150
214	1.6995889608065287	150
215	1.6974090584119161	150
216	1.694746588865916	150
217	1.6925685127576193	150
218	1.6891925430297852	150
219	1.6867069141070048	150
220	1.6840069127082824	150
221	1.6806299304962158	150
222	1.6775513776143391	150
223	1.6757124066352844	150
224	1.6728021105130513	150
225	1.6712079779307047	150
226	1.668032118479411	150
227	1.6656531008084614	150
228	1.6620227448145548	150
229	1.6594477025667826	150
230	1.6569620792071025	150
231	1.6542455776532492	150
232	1.6515654842058818	150
233	1.6484918697675068	150
234	1.6461350115140279	150
235	1.6438989210128785	150
236	1.6403717303276062	150
237	1.6386642924944559	150
238	1.6361017115910848	150
239	1.6331518920262655	150
240	1.6307144649823506	150
241	1.6279222536087037	150
242	1.6250481669108072	150
243	1.6231478389104208	150
244	1.6200144720077514	150
245	1.6174257071812947	150
246	1.6152638864517213	150
247	1.6124364924430847	150
