dataset_regime	seed	route	source_lexicality	label	complex_n_items	complex_n_lengths	complex_intercept	complex_length_slope	complex_model_status	simple_n_items	simple_n_lengths	simple_intercept	simple_length_slope	simple_model_status	morphology_length_interaction
FAITHFUL_WFE_ALL	19	full	pseudo	Pseudowords	200	6	-0.030897070976035265	0.00674869158020384	OK	200	6	-0.10019313304721031	0.02253218884120172	OK	0.01578349726099788
FAITHFUL_WFE_ALL	20	full	pseudo	Pseudowords	200	6	-0.030897070976035265	0.00674869158020384	OK	200	6	0.0	0.0	OK	-0.00674869158020384
FAITHFUL_WFE_ALL	21	full	pseudo	Pseudowords	200	6	-0.09269121292810575	0.020246074740611512	OK	200	6	-0.08587982832618023	0.019313304721030038	OK	-0.0009327700195814748
FAITHFUL_WFE_ALL	22	full	pseudo	Pseudowords	200	6	0.0	0.0	OK	200	6	-0.028626609442060087	0.006437768240343348	OK	0.006437768240343348
FAITHFUL_WFE_ALL	19	full	real	Real words	400	6	-0.020930770347716815	0.004583759830345315	OK	400	6	-0.018402582796926505	0.004136559044971544	OK	-0.00044720078537377125
FAITHFUL_WFE_ALL	20	full	real	Real words	400	6	-0.009941936651973063	0.0020059551232524085	OK	400	6	-0.009201291398463252	0.002068279522485772	OK	6.232439923336327e-05
FAITHFUL_WFE_ALL	21	full	real	Real words	400	6	-0.009941936651973063	0.0020059551232524085	OK	400	6	0.0	0.0	OK	-0.0020059551232524085
FAITHFUL_WFE_ALL	22	full	real	Real words	400	6	-0.010988833695743758	0.0025778047070929076	OK	400	6	-0.0043995414823855905	0.0016614302222510988	OK	-0.0009163744848418088
