space	lexicon_index	word	pc1	pc2
glove	421	process	-0.5110247135162354	0.23358632624149323
glove	422	teen	-0.30303049087524414	-0.03814044967293739
glove	423	room	-0.46431422233581543	-0.0024631351698189974
glove	424	stock	-0.455599308013916	0.05934974178671837
glove	425	training	-0.4878789186477661	0.023314639925956726
glove	426	too	-0.6077026128768921	0.1971391886472702
glove	427	credit	-0.46822765469551086	0.05749881640076637
glove	428	point	-0.5570312142372131	0.016430823132395744
glove	429	join	-0.5234070420265198	-0.11483800411224365
glove	430	science	-0.4241005480289459	-0.023006457835435867
glove	431	men	-0.5284543633460999	-0.0440564788877964
glove	432	categories	-0.32784590125083923	0.1650606244802475
glove	433	advanced	-0.4340639114379883	0.06243802234530449
glove	434	west	-0.5192134976387024	-0.18570026755332947
glove	435	sales	-0.49848079681396484	0.06455547362565994
glove	436	look	-0.5706948041915894	0.174461230635643
glove	437	english	-0.42975476384162903	-0.11534329503774643
glove	438	left	-0.5790190100669861	-0.13789334893226624
glove	439	team	-0.5688309669494629	-0.16775065660476685
glove	440	estate	-0.3790459632873535	-0.14871832728385925
glove	441	box	-0.3714747726917267	-0.0010655511869117618
glove	442	conditions	-0.48870065808296204	0.2508755624294281
glove	443	select	-0.376025527715683	0.060128748416900635
glove	444	windows	-0.311184823513031	0.12718355655670166
glove	445	photos	-0.33325162529945374	-0.0408288836479187
glove	446	gay	-0.325021892786026	-0.07930542528629303
glove	447	thread	-0.0904226005077362	0.2018132358789444
glove	448	week	-0.7285124659538269	-0.0729958564043045
glove	449	category	-0.3364253640174866	0.058459989726543427
glove	450	note	-0.4354545474052429	0.03316706418991089
glove	451	live	-0.4772421717643738	0.017975013703107834
glove	452	large	-0.569026529788971	0.19909483194351196
glove	453	gallery	-0.2607533931732178	-0.2369012087583542
glove	454	table	-0.4136013090610504	0.06076591834425926
glove	455	register	-0.35253801941871643	0.02853190153837204
glove	456	however	-0.7523687481880188	0.051854901015758514
glove	457	june	-0.5888782739639282	-0.2556935250759125
glove	458	october	-0.5785020589828491	-0.2559964656829834
glove	459	november	-0.5899549722671509	-0.25103074312210083
glove	460	market	-0.5653836131095886	0.11974256485700607
glove	461	library	-0.3549543023109436	-0.18400143086910248
glove	462	really	-0.5491006374359131	0.1338936686515808
glove	463	action	-0.5684592127799988	0.14666037261486053
glove	464	start	-0.6290459036827087	0.042909346520900726
glove	465	series	-0.493868887424469	-0.09805920720100403
glove	466	model	-0.3888261318206787	0.03371317684650421
glove	467	features	-0.4200240969657898	0.03189379721879959
glove	468	air	-0.48370712995529175	0.035401538014411926
glove	469	industry	-0.559432327747345	0.10253377258777618
glove	470	plan	-0.6077885031700134	0.0892200618982315
glove	471	human	-0.4823930561542511	0.17790405452251434
glove	472	provided	-0.5909149646759033	0.07038717716932297
glove	473	tv	-0.46095505356788635	-0.06629087030887604
glove	474	yes	-0.4081665277481079	0.04236600548028946
glove	475	required	-0.5582320094108582	0.2999691367149353
glove	476	second	-0.6397913098335266	-0.14733389019966125
glove	477	hot	-0.37837132811546326	0.05630015209317207
glove	478	accessories	-0.1390862613916397	0.14028680324554443
glove	479	cost	-0.5603127479553223	0.19964642822742462
glove	480	movie	-0.4198629558086395	-0.04583036154508591
glove	481	forums	-0.15342943370342255	0.1687890887260437
glove	482	march	-0.6042429804801941	-0.2204362004995346
glove	483	la	-0.30815985798835754	-0.23300597071647644
glove	484	september	-0.5886194109916687	-0.23889118432998657
glove	485	better	-0.6391535997390747	0.13775107264518738
glove	486	say	-0.6587284207344055	0.12754234671592712
glove	487	questions	-0.48321500420570374	0.10997048765420914
glove	488	july	-0.5957320332527161	-0.24573825299739838
glove	489	yahoo	-0.23348644375801086	0.026150653138756752
glove	490	going	-0.6497103571891785	0.07369113713502884
glove	491	medical	-0.49047526717185974	-0.023210251703858376
glove	492	test	-0.4665564000606537	0.061899423599243164
glove	493	friend	-0.4008595645427704	-0.4092715382575989
glove	494	come	-0.7073118686676025	0.13221095502376556
glove	495	dec	-0.1266048401594162	-0.1505393385887146
glove	496	server	-0.15456494688987732	0.10849853605031967
glove	497	pc	-0.24399538338184357	0.043626125901937485
glove	498	study	-0.5400792956352234	0.08321057260036469
glove	499	application	-0.39061710238456726	0.21773481369018555
glove	500	cart	-0.1740831881761551	-0.04496123641729355
glove	501	staff	-0.5153871774673462	-0.1581721007823944
glove	502	articles	-0.3655683994293213	0.08937899023294449
glove	503	san	-0.4289219081401825	-0.25699156522750854
glove	504	feedback	-0.17385858297348022	0.2536630630493164
glove	505	again	-0.6760026216506958	-0.0755087286233902
glove	506	play	-0.5460029244422913	-0.08709333837032318
glove	507	looking	-0.5786089301109314	0.10480088740587234
glove	508	issues	-0.5314597487449646	0.1851062923669815
glove	509	april	-0.5890655517578125	-0.2522609829902649
glove	510	never	-0.6107291579246521	0.010785290040075779
glove	511	users	-0.38259387016296387	0.27349796891212463
glove	512	complete	-0.5066054463386536	0.15378163754940033
glove	513	street	-0.4389084577560425	-0.14714978635311127
glove	514	topic	-0.3314748704433441	0.1776130348443985
glove	515	comment	-0.4348497688770294	-0.09565087407827377
glove	516	financial	-0.5620891451835632	0.07074548304080963
glove	517	things	-0.5673567652702332	0.19073013961315155
glove	518	working	-0.6427916288375854	-0.01493600383400917
glove	519	against	-0.5695565342903137	-0.03739731386303902
glove	520	standard	-0.4551192820072174	0.17215387523174286
glove	521	tax	-0.4670337438583374	0.1344519555568695
glove	522	person	-0.5128299593925476	0.09924469888210297
