epoch	train_loss	n_optimizer_steps	train_c0	train_retrieval
62	1.1392317070410802	52	0.5378264887974813	6.912703807537373
63	1.1398133543821483	52	0.5379071516486315	6.91846241400792
64	1.1370607110170217	52	0.5368120658856171	6.899409981874319
65	1.1345261083199427	52	0.5352829637435766	6.887852402833792
66	1.1355318197837243	52	0.5359128014399455	6.8921728776051445
67	1.1313866101778471	52	0.5339068678709177	6.867583375710708
68	1.1325151117948384	52	0.5343478522621669	6.875485869554373
69	1.132083766735517	52	0.5341993707876939	6.872234472861657
70	1.1291597508467162	52	0.5328402977723342	6.854246790592487
71	1.129562918956463	52	0.533066491668041	6.856280950399546
72	1.1274544138174791	52	0.5320639656140254	6.84356860931103
73	1.1274880239596734	52	0.5322108045220375	6.842266990588262
74	1.1251568748400762	52	0.5310647659576856	6.8286450276008015
75	1.124534730727856	52	0.5305999557559307	6.826836696037879
76	1.1250333740161016	52	0.5310281366109848	6.827646530591524
77	1.1237665506509633	52	0.5305099275249702	6.819041811502897
78	1.120178215778791	52	0.5283881775461711	6.8021845909265375
79	1.1216244307848124	52	0.5293915650019279	6.8072744607925415
80	1.1200002569418688	52	0.5285268208155265	6.7985455347941475
81	1.1197316692425654	52	0.5285367896923652	6.795343646636376
82	1.117600298844851	52	0.5272741890870608	6.785357777888958
83	1.1166680134259737	52	0.5269190393961393	6.778724001004146
84	1.1167467259443724	52	0.527103911798734	6.777503829735976
85	1.1147643625736237	52	0.525945344223426	6.768034889147832
86	1.1132087271947126	52	0.5252518166716282	6.758125626123869
87	1.1142290440889506	52	0.5259370265098718	6.761977406648489
88	1.1125659209031324	52	0.5249983817338943	6.753650096746592
89	1.111656673825704	52	0.524651893056356	6.747181562276987
90	1.110590249300003	52	0.5241459802939341	6.7407389512428875
91	1.1074974903693566	52	0.5224548337551264	6.7246285035060005
92	1.107662171125412	52	0.5224715299331225	6.7263293999892015
93	1.1073653056071355	52	0.5226927153193034	6.720374785936796
94	1.1061864976699536	52	0.5219017748649304	6.715916422697214
95	1.1057146581319661	52	0.5217347832826468	6.7124126599385185
96	1.1049652168383965	52	0.5214518142434267	6.707050781983596
97	1.102670133113861	52	0.520060236637409	6.696665672155527
98	1.101799290913802	52	0.5199527081388694	6.687891932634207
99	1.101726165184608	52	0.5198388552436461	6.6883599024552565
100	1.1012186866540175	52	0.5195608167694166	6.685722837081323
101	1.0996507543783922	52	0.5188053949521139	6.676383651219881
102	1.0992149435556853	52	0.5185717693888224	6.674059656950144
103	1.0987722942462335	52	0.518372454895423	6.671262750258813
104	1.0984575954767375	52	0.5184200463386682	6.667098448826716
105	1.0968459661190326	52	0.5175558431790426	6.658507337936988
106	1.0950782642914698	52	0.5166142749098631	6.649011547748859
107	1.0950300510113056	52	0.516719662799285	6.647246049000667
108	1.0943785034693205	52	0.5164409251167223	6.642960860179021
109	1.0930445377643292	52	0.51562555707418	6.636999918864324
110	1.0912982592215905	52	0.5149177656723902	6.625063290962806
111	1.0916753113269806	52	0.5150056154682086	6.628387597891001
112	1.090709768808805	52	0.5145614491059229	6.622394589277414
113	1.0895231939279115	52	0.5140449754320658	6.614692385380085
114	1.0890392317221715	52	0.5137344082960715	6.61269945364732
115	1.0881972083678613	52	0.5134053935225193	6.606802665270292
116	1.0880794754395118	52	0.5133919268846512	6.605604226772602
117	1.0872445885951703	52	0.5130972816393926	6.599394403971159
118	1.085289145891483	52	0.512011767579959	6.589395275482764
119	1.0847451526385088	52	0.5117690586126767	6.585932245621314
120	1.0834652506388152	52	0.5110884807430781	6.579043434216426
121	1.0827982861262102	52	0.5106442662385794	6.576483194644634
122	1.0826109716525445	52	0.5106998745065469	6.57369104715494
123	1.081040579539079	52	0.5099638058589056	6.564101145817683
124	1.0803521665243	52	0.5094856361930187	6.561684333361113
125	1.0807735255131354	52	0.5097720342186781	6.5632356863755446
126	1.07930748967024	52	0.5091163934423373	6.553920929248516
127	1.079084453674463	52	0.5091335624456406	6.551159849533668
128	1.0774419284783876	52	0.5082003216330822	6.543007190410908
129	1.0770560984428112	52	0.5080826775385783	6.539924511542687
130	1.0757625951216772	52	0.5072951322564712	6.5341089230317335
131	1.075947337425672	52	0.5076096648207078	6.532617073792678
132	1.0735591031037843	52	0.5063153379238569	6.5200434281275825
133	1.0751380347288573	52	0.5070187959533471	6.530106361095722
134	1.0741495719322791	52	0.5067111402750015	6.522280968152559
135	1.0729600752775486	52	0.5062144650862768	6.514317549191988
136	1.0723775923252106	52	0.5058094572562438	6.512277465600234
137	1.0715994995373945	52	0.5053823641859568	6.508243047274076
138	1.071206340422997	52	0.5053176891345245	6.50446735895597
139	1.0701538484830122	52	0.5048472669262153	6.49777707686791
140	1.068847479728552	52	0.5040672152088239	6.491727342972388
141	1.0687618106603622	52	0.5040423165147121	6.491028904914856
142	1.0678744728748615	52	0.5036667659878731	6.485146201573885
143	1.0675773207957928	52	0.5035464843878379	6.483113215519832
144	1.0666525902656407	52	0.5031384756931891	6.477173924446106
145	1.0657730102539062	52	0.5025024299438183	6.474374706928547
146	1.0646695013229663	52	0.5019945370463225	6.467528636638935
147	1.0641290717400038	52	0.5018720764380235	6.462724291361296
148	1.0643567591905594	52	0.5020086301060823	6.463771765048687
149	1.0614286557986186	52	0.5004839547551595	6.4476403914965115
150	1.0610247942117543	52	0.5002821024793845	6.44531851548415
151	1.062490823177191	52	0.501204082599053	6.451572033075186
152	1.0606868129510145	52	0.5002090885088994	6.442272736476018
153	1.060087460737962	52	0.49982696026563644	6.439776090475229
154	1.0610323307605891	52	0.5004148609363116	6.443879136672387
155	1.0581987775289095	52	0.4990949791211348	6.426480669241685
156	1.0586591122242122	52	0.4992251997956863	6.430275027568523
157	1.05806648845856	52	0.499083348764823	6.425093834216778
158	1.056636699117147	52	0.49833252739447814	6.4172894679583035
159	1.0566034546265235	52	0.49824141080562884	6.417954683303833
160	1.056498442704861	52	0.49838430892962676	6.415105122786302
161	1.053697230724188	52	0.4967074835529694	6.402181157698998
162	1.0542527402822788	52	0.49720971974042744	6.402793526649475
163	1.053162164413012	52	0.4966619467506042	6.39655444255242
164	1.0521343442109914	52	0.49591648292083007	6.393308868775001
165	1.0514999731228902	52	0.4957532240794255	6.3878938143069925
166	1.0507699297024653	52	0.4953728828292627	6.383874223782466
167	1.0510893269227102	52	0.495661168717421	6.384231824141282
168	1.0491702797321172	52	0.4945405704470781	6.3750542310568
169	1.0502369037041297	52	0.49536124903422135	6.377881325208223
170	1.05003364613423	52	0.49525192551887953	6.376801490783691
171	1.0485703647136688	52	0.49421141010064346	6.371942153343787
172	1.0479434121113558	52	0.49420583763947856	6.364799811289861
173	1.047067213516969	52	0.4936753368148437	6.36082635476039
174	1.0461881069036632	52	0.4931044206023216	6.357283775623028
175	1.0447281564657505	52	0.49238141683431774	6.348813405403724
176	1.0448594895692973	52	0.4925767727769338	6.348077315550584
177	1.0444015872019987	52	0.49238786961023623	6.344985430057232
178	1.0434301552864222	52	0.4919266041654807	6.339121396724995
179	1.043658850284723	52	0.4921129804391127	6.339607935685378
180	1.0431261715980678	52	0.491797383588094	6.3371127477059
181	1.0423119228619795	52	0.4915007541959102	6.331163094593928
182	1.0413611347858722	52	0.490827440069272	6.32797372341156
183	1.0413543283939362	52	0.49092554129087007	6.326767857258137
184	1.0406601153887236	52	0.4904782663171108	6.3239295941132765
185	1.0403995112730906	52	0.49053623527288437	6.320267695647019
186	1.0403696023500884	52	0.49055360830747163	6.319724220495957
187	1.0393518816966276	52	0.48992602813702363	6.315239787101746
188	1.0382733677442257	52	0.48960800296985185	6.306498619226309
189	1.0371921681440794	52	0.4889090405060695	6.302105096670298
190	1.037131891800807	52	0.4889484237019832	6.3009596054370585
191	1.035305604338646	52	0.4879410622211603	6.29154661985544
192	1.0357773097661824	52	0.48823265788646847	6.29361682671767
193	1.0355433718516276	52	0.4881107686803891	6.2923289170632
194	1.0345932382803698	52	0.487662048293994	6.286565459691561
195	1.032893411242045	52	0.4867562319223697	6.277438989052405
196	1.0326348462930093	52	0.48669839994265485	6.275131711593041
197	1.0336983192425508	52	0.48720936419872135	6.281482503964351
198	1.032361897138449	52	0.4866636028656593	6.272394271997305
199	1.0322317710289588	52	0.4864532941809067	6.273315879014822
200	1.0311181098222733	52	0.486072963820054	6.264886856079102
201	1.0310620000729194	52	0.48619725153996396	6.262813375546382
202	1.0298851029230998	52	0.4852866129233287	6.259752887945909
203	1.0288702857035856	52	0.48490802026711977	6.2524400766079244
204	1.0289285698762307	52	0.48490323011691755	6.253164905768174
205	1.0283260872730842	52	0.48473701167565125	6.248150422022893
206	1.0286232760319343	52	0.48495524949752367	6.2490578798147345
207	1.0272932109924464	52	0.48417263993850124	6.242765435805688
208	1.0269557707584822	52	0.4839462809837781	6.241488557595473
209	1.0258504691032262	52	0.48348521899718505	6.234083505777212
210	1.0263075507604158	52	0.48371248004528195	6.236725192803603
211	1.0251918549721057	52	0.4831369479115193	6.230516332846421
212	1.0253143574182804	52	0.4832332609937741	6.2308173179626465
213	1.0231390343262599	52	0.4821734783741144	6.217995120928838
214	1.0227045130271177	52	0.48204051359341693	6.21452889075646
215	1.0227842445556934	52	0.4818924218416214	6.217147597899804
216	1.022116788304769	52	0.48151748455487764	6.213785409927368
217	1.0221603443989387	52	0.4817050494826757	6.212130078902612
218	1.0214665279938624	52	0.4813394494927846	6.208357407496526
219	1.0207318388498747	52	0.48100157139393	6.203796414228586
220	1.020139530301094	52	0.4807616346157514	6.199745957668011
221	1.0191482809873729	52	0.48021505257258046	6.1946349785878105
222	1.0188425332307816	52	0.48020583104628783	6.191226601600647
223	1.020042360975192	52	0.4808084500523714	6.1980912043498115
224	1.0186069779671156	52	0.47994724145302403	6.191491411282466
225	1.0163196485776167	52	0.4787904184598189	6.178497176903945
226	1.0172350578583205	52	0.4793455944611476	6.182637764857366
227	1.0166043008749301	52	0.478957994052997	6.17984283887423
228	1.0160118547769694	52	0.4786991666142757	6.176008114447961
229	1.0153397757273455	52	0.4782265556546358	6.173715307162358
230	1.0158188824470227	52	0.47871524496720386	6.173605148608868
231	1.0141354673183882	52	0.4776975501042146	6.165953315221346
232	1.0133963915017934	52	0.47756749334243626	6.158953024790837
233	1.0136964172124863	52	0.47753622325567097	6.162761027996357
234	1.0134890916255803	52	0.4775522511738997	6.160193709226755
235	1.0128872394561768	52	0.4772334975691942	6.156939735779395
236	1.0128864714732537	52	0.477338113463842	6.155728468528161
237	1.0114881132657711	52	0.4764701437491637	6.14963201376108
238	1.011125196631138	52	0.4765294228608792	6.144779186982375
239	1.0107767490240245	52	0.4761864978533525	6.144715602581318
240	1.0092510282993317	52	0.4754606852164635	6.135521265176626
241	1.0100704305447066	52	0.47585570296415913	6.14039931847499
242	1.009411110327794	52	0.4756843837407919	6.134790200453538
243	1.0073987257022123	52	0.47447584397517717	6.125550536008982
244	1.0090821167597404	52	0.475371601489874	6.1346037571246805
245	1.0076284133470976	52	0.4747676643041464	6.124836298135611
246	1.0066181627603679	52	0.4741524916428786	6.1202951944791355
247	1.0071214746970396	52	0.4745544304068272	6.121460483624385
248	1.0062200071719976	52	0.47401111916853833	6.117343609149639
249	1.0050477626232	52	0.47343983271947276	6.110436155245854
250	1.0054572877975612	52	0.47369683247346145	6.112189292907715
251	1.0049417672248988	52	0.473372411269408	6.109992742538452
252	1.0035392997356563	52	0.47256914296975505	6.103105324965257
253	1.0039325379408324	52	0.4728707911876532	6.104158153900733
254	1.0024904345090573	52	0.4721882543884791	6.095427503952613
255	1.0033251104446559	52	0.47242759053523725	6.102270493140588
256	1.0019749758335261	52	0.47194556490733075	6.092292198768029
257	1.0011494675507913	52	0.4713983123119061	6.089093960248507
258	1.0008254979665463	52	0.47127541498495984	6.086782758052532
259	1.000732707289549	52	0.47137294996243256	6.084595148379986
260	1.0008117843132753	52	0.4712367458985402	6.087069593943083
261	0.9999143653191053	52	0.47092629224061966	6.08032291669112
262	0.9993749237977542	52	0.47071208231724226	6.076584504200862
263	0.9988855627866892	52	0.4703520324367743	6.07509812941918
264	0.998371347784996	52	0.47020493848965716	6.0708784231772785
265	0.9976657949961149	52	0.46969881596473545	6.068586138578562
266	0.9970381065056875	52	0.4696571884246973	6.061849704155555
267	0.9975025585064521	52	0.46969028963492465	6.066807856926551
268	0.9965090304613113	52	0.4693569466471672	6.059219562090361
269	0.9963778979503192	52	0.469091871036933	6.060759012515728
270	0.9962598796074207	52	0.4691543166454022	6.058684679178091
271	0.9956704481289937	52	0.468889336173351	6.054955546672527
272	0.9942102122765321	52	0.46822689187068206	6.045785445433396
273	0.9943880450267059	52	0.4681640135554167	6.0485522747039795
274	0.9946329593658447	52	0.46846831475312894	6.047869746501629
275	0.993486531651937	52	0.467689875799876	6.043639898300171
276	0.9938396490537204	52	0.4681293207865495	6.0426475543242235
277	0.9932211362398587	52	0.46763012328973186	6.041276225676904
278	0.993350733931248	52	0.46769854999505556	6.041979367916401
279	0.9900006411167291	52	0.46610064059495926	6.021839316074665
280	0.9915884973911139	52	0.46697889325710445	6.029995670685401
281	0.9910215242550924	52	0.4667461554591472	6.02615383038154
282	0.9900827258825302	52	0.46609748613375884	6.022818950506357
283	0.9909880207135127	52	0.46667910711123395	6.026539463263291
284	0.9892415839892167	52	0.465798271390108	6.01658990749946
285	0.9891747454038033	52	0.4656709713431505	6.017284943507268
286	0.9893092742333045	52	0.46582038414019805	6.017113786477309
287	0.9889948287835488	52	0.4657376122016173	6.014450889367324
288	0.9895086357226739	52	0.46589896369438905	6.018502107033362
289	0.9867347570566031	52	0.46459467995625275	6.001610315763033
290	0.9867841555522039	52	0.4645420524936456	6.0027829592044535
291	0.9875003603788522	52	0.4650790192759954	6.004843170826252
292	0.9867195578721853	52	0.46472097016297853	5.999983897575965
293	0.9862535893917084	52	0.46438556336439574	5.9984832910391
294	0.9851015210151672	52	0.46368331060959744	5.993313019092266
295	0.9843416076440078	52	0.4634748983841676	5.986973845041716
296	0.9855577876934638	52	0.4640402581829291	5.994454603928786
297	0.9842131573420304	52	0.4635318506222505	5.984842749742361
298	0.9832590497457064	52	0.46290886058257175	5.981036855624272
299	0.984493531859838	52	0.46366571348447067	5.986526856055627
300	0.9828934176610067	52	0.4627369991861857	5.978809622617868
301	0.9830052050260397	52	0.46282499168927854	5.979083070388207
302	0.9826546941812222	52	0.46256198447484237	5.9780773016122675
303	0.9819611631906949	52	0.4621748964373882	5.974554896354675
304	0.9809942807142551	52	0.4617653414607048	5.968148891742413
305	0.9810479283332825	52	0.461805274280218	5.968306605632488
306	0.9815748620491761	52	0.462099317747813	5.97098341354957
307	0.9808393705349702	52	0.4617544596011822	5.966493368148804
308	0.9802206238875022	52	0.4615172130557207	5.9621083828119135
309	0.9781922686558503	52	0.4603426651312755	5.9522944688797
310	0.9789446408932025	52	0.4607480036524626	5.956283275897686
311	0.9796126645344955	52	0.46118283386413866	5.958963770132798
312	0.9776337112371738	52	0.46025912119792056	5.946834426659804
313	0.9779307979803818	52	0.46022145392803043	5.950682273277869
314	0.977630880016547	52	0.46014980570628095	5.948058531834529
315	0.9771084934473038	52	0.45991547921529186	5.944747383777912
316	0.9772592863211265	52	0.46007854090287137	5.944606450887827
317	0.9758463238294308	52	0.4592149762006906	5.938291531342727
318	0.9766153612962136	52	0.459719150685347	5.941336026558509
319	0.9752165537614089	52	0.4589821988573441	5.933728355627793
320	0.9749791461687821	52	0.4589019945034614	5.931921472916236
321	0.975312604353978	52	0.45905137405945706	5.934037355276255
322	0.973895937204361	52	0.4584983312166654	5.924110595996563
323	0.9739178396188296	52	0.45837234533750093	5.925810419596159
324	0.973775354715494	52	0.4583712867819346	5.924184854214008
325	0.9729914940320529	52	0.458095439351522	5.918345662263723
326	0.9733213621836442	52	0.45811534501039064	5.921908360261184
327	0.9726839443812003	52	0.4577351464675023	5.918951887350816
328	0.9726075186179235	52	0.45783421913018596	5.916934609413147
329	0.9717818888334128	52	0.45731286933788884	5.913437137236962
330	0.9716303646564484	52	0.45725339421859157	5.912379127282363
331	0.9706242508613147	52	0.45676363832675493	5.90644410940317
332	0.9716892563379728	52	0.45737278117583346	5.911683816176194
333	0.9699349368994052	52	0.4563266463004626	5.903543784068181
334	0.9701883930426377	52	0.45666466939907807	5.902571623141949
335	0.9696287638865985	52	0.45632576312010104	5.900034739420964
336	0.9678343626169058	52	0.45529700643741167	5.891234214489277
337	0.9681460479131112	52	0.4555144413159444	5.892317487643315
338	0.9696810062115009	52	0.4564697089103552	5.898980590013357
339	0.9688971867928138	52	0.4560379941876118	5.894933407123272
340	0.9674600844199841	52	0.4552132601921375	5.8878947129616375
341	0.9670153523866947	52	0.455013941686887	5.885073891052833
342	0.967525412256901	52	0.4553817883133888	5.886708452151372
343	0.9671928263627566	52	0.45508420868561816	5.886306093289302
344	0.9654885759720435	52	0.45425496651576114	5.876248524739192
345	0.9672529112834197	52	0.4553799004508899	5.883598043368413
346	0.9663278735600985	52	0.45480631922300047	5.879558288134062
347	0.9653655840800359	52	0.4542406860452432	5.874999018815847
348	0.9658333854033396	52	0.4546057094748204	5.8761803553654595
349	0.9640183196618006	52	0.45356495334551883	5.867280217317434
350	0.9650354167589774	52	0.45411473971146804	5.87265159533574
351	0.9648179824535663	52	0.4541371980538735	5.869894238618704
352	0.9645246668503835	52	0.45381132627909	5.870268473258386
353	0.9630681459720318	52	0.4531927223388965	5.860637206297654
354	0.9627886380140598	52	0.4529297139782172	5.860447525978088
355	0.962531390098425	52	0.4529980283517104	5.8567054730195265
356	0.9622534284224877	52	0.45275950259887254	5.856252147601201
357	0.9617044616204041	52	0.4523777182285602	5.854330567213205
358	0.9614127553426303	52	0.45238700681007826	5.850870847702026
359	0.9612066791607783	52	0.452295676446878	5.849551925292382
360	0.9611450479580805	52	0.45227578626229215	5.849072135411776
361	0.960713443847803	52	0.4520822155934114	5.84633613549746
362	0.9601645332116348	52	0.45175505028321195	5.843787303337684
363	0.9593925120738837	52	0.45127260054533297	5.840458934123699
364	0.9599605351686478	52	0.4515965489240793	5.843264442223769
365	0.9597874043079523	52	0.45159559181103337	5.84128540295821
366	0.958292774282969	52	0.45075226804384816	5.833799132933984
367	0.9591467988032562	52	0.451305875984522	5.8372520575156575
368	0.9577930902059262	52	0.45054258291537946	5.830465766099783
369	0.9580234048458246	52	0.45073557988955426	5.830894690293532
370	0.9572821018787531	52	0.45032497266164195	5.8270935737169705
371	0.9563233359501913	52	0.4498530018788118	5.8214983481627245
372	0.956820412324025	52	0.4501320989086078	5.824003742291377
373	0.9560517932359989	52	0.44967848234451735	5.820383071899414
374	0.9562774931008999	52	0.4499370427085803	5.8200053710203905
375	0.9562678566345801	52	0.4497989874619704	5.821481411273663
376	0.9567287999850053	52	0.4501814590050624	5.822383367098295
377	0.9555619977987729	52	0.44955031401835954	5.8162264090317946
378	0.9551146511848156	52	0.4493564057808656	5.813313319132878
379	0.954169226380495	52	0.44880065608483094	5.808834323516259
380	0.9542328829948719	52	0.4489230536497556	5.808159222969642
381	0.9546857178211212	52	0.4490293711423874	5.8121420328433695
382	0.9529453848416989	52	0.448275588452816	5.800802423403813
383	0.9531391182771096	52	0.4482026816560672	5.80386718419882
384	0.9534054089051026	52	0.44845999490756255	5.8039703735938435
385	0.95312372308511	52	0.44851966546132016	5.8000467740572414
386	0.9518177039348162	52	0.4477265408405891	5.7941514895512505
387	0.9516279972516574	52	0.4476091821606343	5.793319885547344
388	0.9525909653076758	52	0.44815196039584965	5.798149613233713
389	0.9509774904984695	52	0.44723400129721713	5.790155264047476
390	0.9514985325244757	52	0.44757125641290957	5.7922676893380975
391	0.9510151663651834	52	0.4473581680884728	5.789161031062786
392	0.9508378895429465	52	0.4472021706975423	5.788916486960191
393	0.9496373178867193	52	0.44658501274310625	5.7822105426054735
394	0.9499032004521444	52	0.4467815240988365	5.78300797022306
395	0.9496552038651246	52	0.44661545352293897	5.782066226005554
396	0.9498803581182773	52	0.4467788195380798	5.782776447442862
397	0.9495244117883536	52	0.44669007796507615	5.779705203496492
398	0.9478921534923407	52	0.445779715019923	5.771407521688021
399	0.9487901650942289	52	0.4463128321445905	5.775601707972013
400	0.9479241611865851	52	0.44576885952399325	5.771900186171899
401	0.9479007904346173	52	0.4457499316105476	5.771849109576299
402	0.9474174219828385	52	0.44562053909668553	5.76778047818404
403	0.9467483621377212	52	0.44521717727184296	5.76472637286553
404	0.9470027421529477	52	0.44534474267409396	5.766184054888212
405	0.9466271595312998	52	0.445262162731244	5.762816264079167
406	0.9462254746602132	52	0.44490686918680483	5.7622829125477715
407	0.9457004861189768	52	0.4447252509685663	5.758336177239051
408	0.9457870939603219	52	0.44485655426979065	5.757822476900541
409	0.9452486221606915	52	0.4446381198672148	5.754143907473638
410	0.944887638092041	52	0.4442721037910535	5.7542016964692335
411	0.944328004351029	52	0.44405751732679516	5.750235603405879
412	0.9441222502635076	52	0.44380814467485136	5.750737025187566
413	0.9435397008290658	52	0.44369578189574754	5.745332598686218
414	0.943724084358949	52	0.4438226343347476	5.745993843445411
415	0.9432409291083996	52	0.4434676915407181	5.744520095678476
416	0.9436419720833118	52	0.44372790593367356	5.746138756091778
417	0.9419394857608355	52	0.44292035469642055	5.735852232346168
418	0.9411347061395645	52	0.44242093769403606	5.732342307384197
419	0.9422849886692487	52	0.44308776351121754	5.73789932177617
420	0.9420982243923041	52	0.4429374010517047	5.73748086966001
421	0.9413528064122567	52	0.44262829422950745	5.732465789868281
422	0.9405631193747888	52	0.44209063397004056	5.729568976622361
423	0.9412462401848573	52	0.4425473866554407	5.732170893595769
424	0.9407000495837285	52	0.44220733699890286	5.72980142556704
425	0.9403283057304529	52	0.4421355603979184	5.726353571965144
426	0.9406146773925195	52	0.44229833437846255	5.727774271598229
427	0.9387091730649655	52	0.44129756264961684	5.717375095073994
428	0.9387869181541296	52	0.4412365819399173	5.718969537661626
429	0.9389735609292984	52	0.44141194224357605	5.71909919151893
430	0.9388391650640048	52	0.44141491044026154	5.717520236968994
431	0.9383601649449422	52	0.4413490089086386	5.712772002586951
432	0.9383770983952743	52	0.44107198314024854	5.7161509073697605
433	0.9384324894501612	52	0.44133439660072327	5.713771352401147
434	0.9382971937839801	52	0.4411411933027781	5.71443693454449
435	0.9384899999086673	52	0.4412543366734798	5.715352562757639
436	0.9374905263002102	52	0.4406468839599536	5.710846625841581
437	0.9375005742678275	52	0.4407538015108842	5.709733192737286
438	0.9361132750144372	52	0.4400253932063396	5.7021596890229445
439	0.9359293339344171	52	0.44010941970806855	5.699079651098985
440	0.9363154379221109	52	0.44007058212390315	5.703963994979858
441	0.9356646354381855	52	0.4398447475754298	5.6990793851705694
442	0.9355010757079492	52	0.43967290279956966	5.699174523353577
443	0.9350935679215652	52	0.43949127483826417	5.696578273406396
444	0.9341483139074765	52	0.439138168325791	5.689772009849548
445	0.9354850202798843	52	0.4397419501955693	5.6981963744530315
446	0.935052059017695	52	0.4396601038483473	5.694160534785344
447	0.9343533401305859	52	0.439178113753979	5.691669409091656
448	0.9335388174423804	52	0.43873921265968907	5.687351923722487
449	0.9334043333163629	52	0.4388081786724237	5.685013459278987
450	0.934094678897124	52	0.43919206926455867	5.688535855366633
451	0.9321359716928922	52	0.4379442139313771	5.680365259830769
452	0.9324076083990244	52	0.438218517945363	5.6803345405138455
453	0.9321671712857026	52	0.43808621970506817	5.6790915452516995
454	0.9318473316155947	52	0.4380887219539055	5.675386538872352
455	0.9328374553185242	52	0.4384958864404605	5.682087228848384
456	0.9322164161847188	52	0.4382793954931773	5.677437232090877
457	0.9314518249951876	52	0.43775336100504947	5.674695097483122
458	0.9314590337184759	52	0.4377908179393181	5.67434744651501
459	0.931790394278673	52	0.43798114302066654	5.675968573643611
460	0.9301675684176959	52	0.4371574870668925	5.666782690928533
461	0.9303839871516595	52	0.4373158674973708	5.667449859472422
462	0.9305399495821732	52	0.43744515570310444	5.667756429085364
463	0.9301630785832038	52	0.4371773205124415	5.6665030626150275
464	0.9302699279326659	52	0.4373971762565466	5.6652042223857
465	0.9286664930673746	52	0.43635022181731004	5.658807919575618
466	0.9290575213157214	52	0.4366430468284167	5.6599366298088665
