condition	rep_epoch	step	comp_top1	comp_top5	naming_exact	rep_ltm	rep_full	rep_wm
H0	275	127325	0.11982968369829684	0.21532846715328466	0.0	0.9887469586374696	1.0	1.0
H0	280	129640	0.1152676399026764	0.2183698296836983	0.0	0.9878345498783455	1.0	1.0
H0	285	131955	0.125	0.21897810218978103	0.0	0.9887469586374696	1.0	1.0
H0	290	134270	0.11891727493917274	0.21441605839416059	0.0	0.9887469586374696	1.0	1.0
H0	295	136585	0.1274330900243309	0.22688564476885645	0.0	0.9875304136253041	1.0	1.0
H0	300	138900	0.12104622871046229	0.22110705596107055	0.0	0.98661800486618	1.0	1.0
H0	305	141215	0.12226277372262774	0.22414841849148417	0.0	0.9878345498783455	1.0	1.0
H0	310	143530	0.12317518248175183	0.2232360097323601	0.0	0.9884428223844283	1.0	1.0
H0	315	145845	0.12408759124087591	0.21776155717761558	0.0	0.9887469586374696	1.0	1.0
H0	320	148160	0.12469586374695864	0.2314476885644769	0.0	0.9817518248175182	1.0	1.0
H0	325	150475	0.13108272506082724	0.23327250608272507	0.0	0.9923965936739659	1.0	1.0
H0	330	152790	0.1298661800486618	0.22962287104622872	0.0	0.9875304136253041	1.0	1.0
H0	335	155105	0.1322992700729927	0.23175182481751824	0.0	0.9890510948905109	1.0	1.0
H0	340	157420	0.12804136253041362	0.23175182481751824	0.0	0.9872262773722628	1.0	1.0
H0	345	159735	0.1274330900243309	0.22931873479318735	0.0	0.9869221411192214	1.0	1.0
H0	350	162050	0.125	0.22840632603406327	0.0	0.9902676399026764	1.0	1.0
H0	355	164365	0.12956204379562045	0.23418491484184914	0.0	0.9890510948905109	1.0	1.0
H0	360	166680	0.1380778588807786	0.24452554744525548	0.0	0.9875304136253041	1.0	1.0
H0	365	168995	0.13838199513381996	0.24209245742092458	0.0	0.9850973236009732	1.0	1.0
H0	370	171310	0.13138686131386862	0.2402676399026764	0.0	0.9875304136253041	1.0	1.0
H0	375	173625	0.1362530413625304	0.24148418491484186	0.0	0.9917883211678832	1.0	1.0
H0	380	175940	0.14233576642335766	0.2451338199513382	0.0	0.989963503649635	1.0	1.0
H0	385	178255	0.13990267639902676	0.2451338199513382	0.0	0.9869221411192214	1.0	1.0
H0	390	180570	0.14020681265206814	0.24878345498783455	0.0	0.9890510948905109	1.0	1.0
H0	395	182885	0.14142335766423358	0.2515206812652068	0.0	0.98661800486618	1.0	1.0
H0	400	185200	0.13929440389294404	0.246654501216545	0.0	0.9869221411192214	1.0	1.0
H0	405	187515	0.14841849148418493	0.2594282238442822	0.0	0.9875304136253041	1.0	1.0
H0	410	189830	0.1386861313868613	0.24939172749391728	0.0	0.9890510948905109	1.0	1.0
H0	415	192145	0.14172749391727493	0.2548661800486618	0.0	0.989963503649635	1.0	1.0
H0	420	194460	0.14324817518248176	0.2518248175182482	0.0	0.9896593673965937	1.0	0.9996958637469586
H0	425	196775	0.14081508515815086	0.2527372262773723	0.0	0.985705596107056	1.0	1.0
H0	430	199090	0.14476885644768855	0.2591240875912409	0.0	0.9887469586374696	1.0	0.9996958637469586
H0	435	201405	0.14233576642335766	0.2548661800486618	0.0	0.9887469586374696	1.0	0.9996958637469586
H0	440	203720	0.14628953771289538	0.25821167883211676	0.0	0.9914841849148418	1.0	1.0
C-only	0	0	0.0	0.0	0.0	0.0	0.0	0.0
C-only	5	2315	0.004866180048661801	0.013990267639902677	0.0	0.6800486618004866	0.9659367396593674	0.9324817518248175
C-only	10	4630	0.023722627737226276	0.05961070559610705	0.0	0.8415450121654501	0.9847931873479319	0.9628953771289538
C-only	15	6945	0.08181265206812652	0.18339416058394162	0.0	0.8841240875912408	0.9933090024330901	0.9750608272506083
C-only	20	9260	0.1551094890510949	0.3013990267639903	0.0	0.870742092457421	0.9978710462287105	0.9838807785888077
C-only	25	11575	0.2071167883211679	0.3765206812652068	0.0	0.8972019464720195	0.996654501216545	0.989963503649635
C-only	30	13890	0.3083941605839416	0.5048661800486618	0.0	0.8868613138686131	0.9960462287104623	0.9902676399026764
C-only	35	16205	0.3956812652068126	0.593978102189781	0.00030413625304136254	0.8905109489051095	0.9954379562043796	0.9808394160583942
C-only	40	18520	0.44373479318734793	0.6545012165450121	0.0006082725060827251	0.9014598540145985	0.996654501216545	0.9948296836982968
C-only	45	20835	0.4908759124087591	0.6922141119221411	0.00030413625304136254	0.8838199513381995	0.9984793187347932	0.9939172749391727
C-only	50	23150	0.5003041362530414	0.7083333333333334	0.00030413625304136254	0.8816909975669099	0.9984793187347932	0.9936131386861314
C-only	55	25465	0.5112530413625304	0.7287104622871047	0.00030413625304136254	0.8959854014598541	0.9954379562043796	0.9878345498783455
C-only	60	27780	0.558698296836983	0.7597323600973236	0.00030413625304136254	0.8990267639902676	0.9984793187347932	0.9981751824817519
C-only	65	30095	0.6021897810218978	0.8065693430656934	0.00030413625304136254	0.8771289537712895	0.9981751824817519	0.9939172749391727
C-only	70	32410	0.6213503649635036	0.8181265206812652	0.0006082725060827251	0.9072384428223844	0.9993917274939172	0.9939172749391727
C-only	75	34725	0.5857664233576643	0.7986618004866181	0.00030413625304136254	0.902676399026764	0.9981751824817519	0.9920924574209246
C-only	80	37040	0.6608880778588808	0.8509732360097324	0.00030413625304136254	0.9029805352798054	0.9990875912408759	0.9978710462287105
C-only	85	39355	0.6736618004866181	0.8543187347931873	0.00030413625304136254	0.9041970802919708	0.9981751824817519	0.9945255474452555
C-only	90	41670	0.6861313868613139	0.8673965936739659	0.00030413625304136254	0.9008515815085159	0.9978710462287105	0.9960462287104623
C-only	95	43985	0.6879562043795621	0.8677007299270073	0.00030413625304136254	0.9017639902676399	0.9987834549878345	0.996654501216545
C-only	100	46300	0.7004257907542579	0.875	0.0006082725060827251	0.9032846715328468	0.9987834549878345	0.9963503649635036
C-only	105	48615	0.760036496350365	0.9005474452554745	0.00030413625304136254	0.9711070559610706	1.0	0.9996958637469586
C-only	110	50930	0.7688564476885644	0.9096715328467153	0.0006082725060827251	0.9720194647201946	1.0	1.0
C-only	115	53245	0.7770681265206812	0.9105839416058394	0.0006082725060827251	0.9759732360097324	1.0	1.0
C-only	120	55560	0.7795012165450121	0.9136253041362531	0.00030413625304136254	0.9787104622871047	1.0	1.0
C-only	125	57875	0.7874087591240876	0.9187956204379562	0.00030413625304136254	0.9759732360097324	1.0	1.0
C-only	130	60190	0.7959245742092458	0.9197080291970803	0.0006082725060827251	0.9790145985401459	1.0	1.0
C-only	135	62505	0.7959245742092458	0.9221411192214112	0.0006082725060827251	0.9774939172749392	1.0	1.0
C-only	140	64820	0.7986618004866181	0.9227493917274939	0.00030413625304136254	0.9829683698296837	1.0	0.9996958637469586
C-only	145	67135	0.8026155717761557	0.927007299270073	0.00030413625304136254	0.9784063260340633	1.0	1.0
C-only	150	69450	0.8038321167883211	0.926094890510949	0.00030413625304136254	0.9784063260340633	1.0	1.0
C-only	155	71765	0.8090024330900243	0.926094890510949	0.0006082725060827251	0.9768856447688564	1.0	0.9996958637469586
C-only	160	74080	0.8102189781021898	0.9315693430656934	0.00030413625304136254	0.9787104622871047	1.0	1.0
C-only	165	76395	0.8047445255474452	0.9300486618004866	0.0006082725060827251	0.9799270072992701	1.0	1.0
C-only	170	78710	0.816301703163017	0.9321776155717761	0.0006082725060827251	0.9777980535279805	1.0	1.0
C-only	175	81025	0.8159975669099757	0.9333941605839416	0.0006082725060827251	0.9747566909975669	1.0	1.0
C-only	180	83340	0.8208637469586375	0.933698296836983	0.0006082725060827251	0.9787104622871047	1.0	1.0
C-only	185	85655	0.8217761557177615	0.9355231143552312	0.0006082725060827251	0.9762773722627737	1.0	1.0
C-only	190	87970	0.8242092457420924	0.9370437956204379	0.0006082725060827251	0.9738442822384428	1.0	1.0
C-only	195	90285	0.8284671532846716	0.9376520681265207	0.00030413625304136254	0.9747566909975669	1.0	1.0
C-only	200	92600	0.8269464720194647	0.9376520681265207	0.0006082725060827251	0.9744525547445255	1.0	1.0
C-only	205	94915	0.8281630170316302	0.9391727493917275	0.00030413625304136254	0.9784063260340633	1.0	1.0
C-only	210	97230	0.8302919708029197	0.9400851581508516	0.00030413625304136254	0.9750608272506083	1.0	1.0
C-only	215	99545	0.8324209245742092	0.941301703163017	0.00030413625304136254	0.9771897810218978	1.0	1.0
C-only	220	101860	0.8327250608272506	0.941301703163017	0.00030413625304136254	0.9750608272506083	1.0	1.0
C-only	225	104175	0.8336374695863747	0.941301703163017	0.00030413625304136254	0.976581508515815	1.0	1.0
C-only	230	106490	0.8378953771289538	0.9428223844282239	0.00030413625304136254	0.9753649635036497	1.0	1.0
C-only	235	108805	0.837287104622871	0.941301703163017	0.00030413625304136254	0.9732360097323601	0.9996958637469586	0.9996958637469586
C-only	240	111120	0.8366788321167883	0.9431265206812652	0.00030413625304136254	0.9717153284671532	0.9996958637469586	0.9996958637469586
C-only	245	113435	0.8406326034063261	0.9440389294403893	0.00030413625304136254	0.976581508515815	0.9996958637469586	0.9996958637469586
C-only	250	115750	0.8445863746958637	0.944647201946472	0.00030413625304136254	0.9753649635036497	0.9996958637469586	0.9996958637469586
C-only	255	118065	0.8424574209245742	0.9452554744525548	0.00030413625304136254	0.975669099756691	0.9996958637469586	0.9996958637469586
C-only	260	120380	0.843978102189781	0.9449513381995134	0.00030413625304136254	0.9774939172749392	0.9996958637469586	0.9996958637469586
C-only	265	122695	0.8403284671532847	0.9443430656934306	0.00030413625304136254	0.9732360097323601	0.9996958637469586	0.9996958637469586
C-only	270	125010	0.843978102189781	0.9455596107055961	0.00030413625304136254	0.9735401459854015	1.0	1.0
C-only	275	127325	0.8491484184914841	0.9476885644768857	0.00030413625304136254	0.9774939172749392	1.0	1.0
C-only	280	129640	0.8527980535279805	0.9504257907542579	0.00030413625304136254	0.9762773722627737	1.0	0.9996958637469586
C-only	285	131955	0.847323600973236	0.9476885644768857	0.00030413625304136254	0.9762773722627737	1.0	1.0
C-only	290	134270	0.8491484184914841	0.9482968369829684	0.00030413625304136254	0.9741484184914841	1.0	1.0
C-only	295	136585	0.8537104622871047	0.948905109489051	0.00030413625304136254	0.976581508515815	1.0	1.0
C-only	300	138900	0.851581508515815	0.9492092457420924	0.00030413625304136254	0.9768856447688564	1.0	1.0
C-only	305	141215	0.8527980535279805	0.9504257907542579	0.00030413625304136254	0.9732360097323601	1.0	1.0
C-only	310	143530	0.8543187347931873	0.9510340632603407	0.00030413625304136254	0.9735401459854015	1.0	1.0
C-only	315	145845	0.8518856447688564	0.9525547445255474	0.00030413625304136254	0.9735401459854015	1.0	1.0
C-only	320	148160	0.8558394160583942	0.9504257907542579	0.00030413625304136254	0.9726277372262774	1.0	1.0
C-only	325	150475	0.8570559610705596	0.9537712895377128	0.00030413625304136254	0.9808394160583942	1.0	1.0
C-only	330	152790	0.8527980535279805	0.9510340632603407	0.00030413625304136254	0.9777980535279805	1.0	1.0
C-only	335	155105	0.8546228710462287	0.9519464720194647	0.00030413625304136254	0.975669099756691	1.0	1.0
C-only	340	157420	0.8582725060827251	0.9531630170316302	0.00030413625304136254	0.9729318734793188	1.0	1.0
C-only	345	159735	0.8585766423357665	0.9534671532846716	0.00030413625304136254	0.9726277372262774	1.0	1.0
C-only	350	162050	0.8594890510948905	0.954683698296837	0.00030413625304136254	0.9741484184914841	1.0	1.0
C-only	355	164365	0.8652676399026764	0.9559002433090025	0.00030413625304136254	0.9793187347931873	1.0	1.0
C-only	360	166680	0.8625304136253041	0.9555961070559611	0.00030413625304136254	0.9744525547445255	1.0	1.0
C-only	365	168995	0.8640510948905109	0.9537712895377128	0.00030413625304136254	0.9729318734793188	1.0	1.0
C-only	370	171310	0.8625304136253041	0.9552919708029197	0.00030413625304136254	0.9741484184914841	1.0	1.0
C-only	375	173625	0.8628345498783455	0.9571167883211679	0.00030413625304136254	0.976581508515815	1.0	1.0
C-only	380	175940	0.8634428223844283	0.9565085158150851	0.00030413625304136254	0.9762773722627737	1.0	1.0
C-only	385	178255	0.8673965936739659	0.9574209245742092	0.00030413625304136254	0.9741484184914841	1.0	1.0
C-only	390	180570	0.8698296836982968	0.9565085158150851	0.00030413625304136254	0.9717153284671532	1.0	1.0
C-only	395	182885	0.8661800486618005	0.9565085158150851	0.00030413625304136254	0.9714111922141119	1.0	1.0
C-only	400	185200	0.8600973236009732	0.9552919708029197	0.00030413625304136254	0.9750608272506083	1.0	1.0
C-only	405	187515	0.8753041362530414	0.9595498783454988	0.00030413625304136254	0.9741484184914841	1.0	1.0
C-only	410	189830	0.8701338199513382	0.9583333333333334	0.00030413625304136254	0.9732360097323601	1.0	1.0
C-only	415	192145	0.8692214111922141	0.9574209245742092	0.00030413625304136254	0.9753649635036497	1.0	1.0
C-only	420	194460	0.8728710462287105	0.9562043795620438	0.00030413625304136254	0.9732360097323601	1.0	1.0
C-only	425	196775	0.8670924574209246	0.9601581508515815	0.00030413625304136254	0.9698905109489051	1.0	1.0
C-only	430	199090	0.8725669099756691	0.9586374695863747	0.00030413625304136254	0.9781021897810219	1.0	1.0
C-only	435	201405	0.8683090024330901	0.9577250608272506	0.00030413625304136254	0.9732360097323601	1.0	1.0
C-only	440	203720	0.8734793187347932	0.9610705596107056	0.00030413625304136254	0.9735401459854015	1.0	1.0
N-only	0	0	0.0	0.0	0.0	0.0	0.0	0.0
N-only	5	2315	0.0009124087591240876	0.0033454987834549877	0.7165450121654501	0.6879562043795621	0.9659367396593674	0.9373479318734793
N-only	10	4630	0.0009124087591240876	0.004562043795620438	0.982360097323601	0.8415450121654501	0.9908759124087592	0.9711070559610706
N-only	15	6945	0.0015206812652068127	0.006082725060827251	0.9808394160583942	0.8856447688564477	0.9933090024330901	0.9787104622871047
N-only	20	9260	0.002737226277372263	0.008819951338199513	0.982360097323601	0.864963503649635	0.9945255474452555	0.98661800486618
N-only	25	11575	0.0024330900243309003	0.011253041362530414	0.9963503649635036	0.885036496350365	0.9954379562043796	0.9811435523114356
N-only	30	13890	0.0024330900243309003	0.012773722627737226	0.9854014598540146	0.8731751824817519	0.9939172749391727	0.9814476885644768
N-only	35	16205	0.003953771289537713	0.013077858880778588	0.9930048661800487	0.9309610705596107	0.9951338199513382	0.9726277372262774
N-only	40	18520	0.002737226277372263	0.014902676399026763	0.985705596107056	0.9379562043795621	0.9960462287104623	0.9790145985401459
N-only	45	20835	0.004866180048661801	0.018552311435523116	0.9942214111922141	0.9066301703163017	0.9972627737226277	0.9917883211678832
N-only	50	23150	0.006082725060827251	0.022506082725060828	0.9860097323600974	0.9051094890510949	0.9978710462287105	0.9847931873479319
N-only	55	25465	0.006386861313868613	0.02402676399026764	0.9896593673965937	0.9218369829683698	0.9984793187347932	0.9933090024330901
N-only	60	27780	0.00851581508515815	0.025851581508515815	0.9902676399026764	0.9233576642335767	0.9996958637469586	0.9948296836982968
N-only	65	30095	0.012469586374695864	0.031326034063260344	0.9927007299270073	0.9124087591240876	0.9978710462287105	0.9942214111922141
N-only	70	32410	0.008211678832116789	0.028588807785888078	0.9951338199513382	0.9114963503649635	0.9987834549878345	0.9963503649635036
N-only	75	34725	0.013990267639902677	0.040450121654501216	0.9790145985401459	0.9288321167883211	0.9987834549878345	0.9948296836982968
N-only	80	37040	0.012773722627737226	0.037408759124087594	0.9951338199513382	0.9282238442822385	0.9993917274939172	0.9975669099756691
N-only	85	39355	0.015206812652068127	0.04409975669099757	0.9993917274939172	0.9333941605839416	0.9984793187347932	0.9960462287104623
N-only	90	41670	0.011253041362530414	0.03527980535279805	0.9777980535279805	0.9391727493917275	0.9984793187347932	0.9927007299270073
N-only	95	43985	0.018856447688564478	0.04592457420924574	0.9996958637469586	0.9236618004866181	0.9987834549878345	0.9911800486618005
N-only	100	46300	0.02159367396593674	0.05139902676399027	0.9960462287104623	0.9212287104622872	0.9987834549878345	0.9948296836982968
N-only	105	48615	0.027068126520681267	0.05991484184914842	1.0	0.9887469586374696	1.0	0.9990875912408759
N-only	110	50930	0.02645985401459854	0.060218978102189784	1.0	0.9887469586374696	0.9996958637469586	0.9993917274939172
N-only	115	53245	0.03223844282238443	0.0690389294403893	1.0	0.9911800486618005	1.0	0.9993917274939172
N-only	120	55560	0.03375912408759124	0.07420924574209246	1.0	0.9878345498783455	1.0	0.9996958637469586
N-only	125	57875	0.03680048661800486	0.07937956204379562	1.0	0.9869221411192214	1.0	1.0
N-only	130	60190	0.041666666666666664	0.09580291970802919	1.0	0.9917883211678832	1.0	1.0
N-only	135	62505	0.040450121654501216	0.09032846715328467	1.0	0.9884428223844283	1.0	1.0
N-only	140	64820	0.046532846715328466	0.10218978102189781	1.0	0.9887469586374696	1.0	1.0
N-only	145	67135	0.04683698296836983	0.10188564476885645	1.0	0.9890510948905109	1.0	0.9993917274939172
N-only	150	69450	0.04896593673965937	0.10188564476885645	1.0	0.9887469586374696	1.0	0.9996958637469586
N-only	155	71765	0.05322384428223844	0.11557177615571776	1.0	0.9896593673965937	1.0	0.9996958637469586
N-only	160	74080	0.05504866180048662	0.11192214111922141	1.0	0.9893552311435523	1.0	0.9996958637469586
N-only	165	76395	0.05170316301703163	0.10766423357664233	1.0	0.9908759124087592	1.0	0.9996958637469586
N-only	170	78710	0.052615571776155716	0.11435523114355231	1.0	0.9860097323600974	1.0	1.0
N-only	175	81025	0.057177615571776155	0.1225669099756691	1.0	0.9893552311435523	1.0	1.0
N-only	180	83340	0.06569343065693431	0.12804136253041362	1.0	0.9875304136253041	1.0	1.0
N-only	185	85655	0.06326034063260341	0.128345498783455	1.0	0.9887469586374696	1.0	1.0
N-only	190	87970	0.06356447688564477	0.128345498783455	1.0	0.9832725060827251	1.0	1.0
N-only	195	90285	0.06782238442822384	0.13716545012165451	1.0	0.9872262773722628	1.0	1.0
N-only	200	92600	0.06538929440389295	0.1356447688564477	1.0	0.9811435523114356	1.0	1.0
N-only	205	94915	0.06873479318734793	0.1420316301703163	1.0	0.9835766423357665	1.0	1.0
N-only	210	97230	0.0705596107055961	0.13777372262773724	1.0	0.9872262773722628	1.0	1.0
N-only	215	99545	0.07542579075425791	0.14659367396593673	1.0	0.9872262773722628	1.0	1.0
N-only	220	101860	0.06964720194647202	0.1420316301703163	1.0	0.9860097323600974	1.0	1.0
N-only	225	104175	0.07694647201946472	0.14507299270072993	1.0	0.9887469586374696	1.0	1.0
N-only	230	106490	0.08029197080291971	0.14902676399026765	1.0	0.989963503649635	1.0	1.0
N-only	235	108805	0.08242092457420924	0.15693430656934307	1.0	0.9878345498783455	1.0	1.0
N-only	240	111120	0.07694647201946472	0.1502433090024331	1.0	0.9863138686131386	1.0	1.0
N-only	245	113435	0.08242092457420924	0.15571776155717762	1.0	0.9887469586374696	1.0	1.0
N-only	250	115750	0.08759124087591241	0.16362530413625304	1.0	0.9893552311435523	1.0	1.0
N-only	255	118065	0.0851581508515815	0.15967153284671534	1.0	0.9887469586374696	1.0	1.0
N-only	260	120380	0.08424574209245742	0.15693430656934307	1.0	0.9817518248175182	1.0	1.0
N-only	265	122695	0.0885036496350365	0.16453771289537714	1.0	0.9902676399026764	1.0	1.0
N-only	270	125010	0.08759124087591241	0.16940389294403893	1.0	0.9860097323600974	1.0	1.0
N-only	275	127325	0.09154501216545012	0.1678832116788321	1.0	0.9887469586374696	0.9996958637469586	1.0
N-only	280	129640	0.09063260340632603	0.16727493917274938	1.0	0.9841849148418491	1.0	1.0
N-only	285	131955	0.08728710462287105	0.16605839416058393	1.0	0.989963503649635	1.0	1.0
N-only	290	134270	0.09154501216545012	0.17001216545012166	1.0	0.9869221411192214	1.0	1.0
N-only	295	136585	0.08880778588807786	0.1712287104622871	1.0	0.9887469586374696	1.0	1.0
N-only	300	138900	0.09793187347931874	0.17761557177615572	1.0	0.9826642335766423	1.0	1.0
N-only	305	141215	0.10218978102189781	0.18065693430656934	1.0	0.9847931873479319	1.0	1.0
N-only	310	143530	0.09154501216545012	0.17274939172749393	1.0	0.9878345498783455	1.0	1.0
N-only	315	145845	0.09367396593673966	0.17396593673965938	1.0	0.9838807785888077	1.0	1.0
N-only	320	148160	0.09610705596107055	0.17974452554744524	1.0	0.9860097323600974	1.0	1.0
N-only	325	150475	0.09671532846715329	0.17761557177615572	1.0	0.9854014598540146	1.0	0.9996958637469586
N-only	330	152790	0.100669099756691	0.17883211678832117	1.0	0.9893552311435523	1.0	1.0
N-only	335	155105	0.10371046228710462	0.1876520681265207	1.0	0.9850973236009732	1.0	1.0
N-only	340	157420	0.10158150851581509	0.1852189781021898	1.0	0.9887469586374696	1.0	1.0
N-only	345	159735	0.10097323600973236	0.1852189781021898	1.0	0.9869221411192214	1.0	1.0
N-only	350	162050	0.10523114355231143	0.18613138686131386	1.0	0.9869221411192214	1.0	1.0
N-only	355	164365	0.1055352798053528	0.18856447688564476	1.0	0.9835766423357665	1.0	0.9996958637469586
N-only	360	166680	0.10948905109489052	0.19586374695863748	1.0	0.9860097323600974	1.0	1.0
N-only	365	168995	0.11100973236009733	0.19586374695863748	1.0	0.9860097323600974	1.0	1.0
N-only	370	171310	0.10583941605839416	0.1882603406326034	1.0	0.9835766423357665	0.9996958637469586	1.0
N-only	375	173625	0.11009732360097324	0.19586374695863748	1.0	0.9884428223844283	1.0	1.0
N-only	380	175940	0.11161800486618005	0.19434306569343066	1.0	0.985705596107056	1.0	1.0
N-only	385	178255	0.11313868613138686	0.19616788321167883	1.0	0.9820559610705596	1.0	1.0
N-only	390	180570	0.10948905109489052	0.19981751824817517	1.0	0.9854014598540146	1.0	1.0
N-only	395	182885	0.12135036496350365	0.2110705596107056	1.0	0.9847931873479319	1.0	1.0
N-only	400	185200	0.11253041362530414	0.20316301703163017	1.0	0.9814476885644768	1.0	1.0
N-only	405	187515	0.11800486618004866	0.2116788321167883	1.0	0.9875304136253041	1.0	1.0
N-only	410	189830	0.11618004866180048	0.20559610705596107	1.0	0.9875304136253041	1.0	1.0
N-only	415	192145	0.1152676399026764	0.20742092457420924	1.0	0.9881386861313869	1.0	1.0
N-only	420	194460	0.11800486618004866	0.21380778588807786	1.0	0.9854014598540146	1.0	1.0
N-only	425	196775	0.1192214111922141	0.2071167883211679	1.0	0.9875304136253041	1.0	1.0
