condition	rep_epoch	step	comp_top1	comp_top5	naming_exact	rep_ltm	rep_full	rep_wm
N-only	430	199090	0.11678832116788321	0.2095498783454988	1.0	0.9817518248175182	1.0	1.0
N-only	435	201405	0.11861313868613138	0.20924574209245742	1.0	0.9869221411192214	1.0	1.0
N-only	440	203720	0.12439172749391728	0.21654501216545013	1.0	0.9808394160583942	1.0	0.9996958637469586
J0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
J0	5	2315	0.01338199513381995	0.0413625304136253	0.7235401459854015	0.698905109489051	0.9677615571776156	0.9276155717761557
J0	10	4630	0.03254257907542579	0.0812043795620438	0.9753649635036497	0.8080900243309003	0.989963503649635	0.9686739659367397
J0	15	6945	0.06630170316301703	0.14507299270072993	0.989963503649635	0.8400243309002433	0.9875304136253041	0.9641119221411192
J0	20	9260	0.09945255474452555	0.20559610705596107	0.9905717761557178	0.8400243309002433	0.9948296836982968	0.9771897810218978
J0	25	11575	0.13929440389294404	0.28132603406326034	0.9908759124087592	0.870742092457421	0.9963503649635036	0.9869221411192214
J0	30	13890	0.19160583941605838	0.35279805352798055	0.9908759124087592	0.8561435523114356	0.9951338199513382	0.9890510948905109
J0	35	16205	0.2314476885644769	0.40845498783454987	0.9905717761557178	0.8579683698296837	0.9936131386861314	0.9878345498783455
J0	40	18520	0.28284671532846717	0.4869221411192214	0.9923965936739659	0.8710462287104623	0.9936131386861314	0.9796228710462287
J0	45	20835	0.32755474452554745	0.5222019464720195	0.9896593673965937	0.8889902676399026	0.9975669099756691	0.9923965936739659
J0	50	23150	0.3284671532846715	0.5383211678832117	0.9963503649635036	0.8555352798053528	0.996654501216545	0.9869221411192214
J0	55	25465	0.3746958637469586	0.5927615571776156	0.9963503649635036	0.8604014598540146	0.9984793187347932	0.9896593673965937
J0	60	27780	0.3543187347931874	0.5726885644768857	0.9923965936739659	0.8819951338199513	0.9987834549878345	0.995742092457421
J0	65	30095	0.41119221411192214	0.6347323600973236	0.9969586374695864	0.8686131386861314	0.9975669099756691	0.9927007299270073
J0	70	32410	0.4559002433090024	0.6687956204379562	0.9969586374695864	0.8628345498783455	0.9981751824817519	0.9945255474452555
J0	75	34725	0.42883211678832117	0.6453771289537713	0.9960462287104623	0.8822992700729927	0.9981751824817519	0.9914841849148418
J0	80	37040	0.47992700729927007	0.7007299270072993	0.9975669099756691	0.8795620437956204	0.9987834549878345	0.9927007299270073
J0	85	39355	0.4744525547445255	0.6867396593673966	0.9954379562043796	0.8935523114355232	0.9993917274939172	0.9987834549878345
J0	90	41670	0.5091240875912408	0.7183698296836983	0.9969586374695864	0.879257907542579	0.9987834549878345	0.9908759124087592
J0	95	43985	0.5504866180048662	0.7554744525547445	0.9981751824817519	0.8944647201946472	0.9996958637469586	0.9911800486618005
J0	100	46300	0.5583941605839416	0.764294403892944	0.9948296836982968	0.8859489051094891	0.9963503649635036	0.9914841849148418
J0	105	48615	0.6228710462287105	0.8090024330900243	1.0	0.9671532846715328	0.9996958637469586	0.9987834549878345
J0	110	50930	0.6417274939172749	0.8263381995133819	1.0	0.968065693430657	1.0	0.9993917274939172
J0	115	53245	0.6566301703163017	0.8348540145985401	1.0	0.9714111922141119	1.0	0.9996958637469586
J0	120	55560	0.6745742092457421	0.8479318734793188	1.0	0.9777980535279805	1.0	0.9996958637469586
J0	125	57875	0.6763990267639902	0.8476277372262774	1.0	0.9732360097323601	1.0	0.9996958637469586
J0	130	60190	0.6870437956204379	0.8537104622871047	1.0	0.9704987834549879	0.9996958637469586	1.0
J0	135	62505	0.6925182481751825	0.8558394160583942	1.0	0.9741484184914841	1.0	1.0
J0	140	64820	0.7028588807785888	0.8655717761557178	1.0	0.9774939172749392	1.0	1.0
J0	145	67135	0.7077250608272506	0.8719586374695864	1.0	0.9708029197080292	1.0	1.0
J0	150	69450	0.7086374695863747	0.8719586374695864	1.0	0.9726277372262774	1.0	1.0
J0	155	71765	0.7110705596107056	0.8722627737226277	1.0	0.976581508515815	1.0	1.0
J0	160	74080	0.7171532846715328	0.8731751824817519	1.0	0.9744525547445255	1.0	1.0
J0	165	76395	0.7183698296836983	0.8801703163017032	1.0	0.9747566909975669	1.0	1.0
J0	170	78710	0.7293187347931873	0.8832116788321168	1.0	0.9784063260340633	1.0	1.0
J0	175	81025	0.726581508515815	0.8835158150851582	1.0	0.9735401459854015	1.0	1.0
J0	180	83340	0.7338807785888077	0.8905109489051095	1.0	0.9762773722627737	1.0	1.0
J0	185	85655	0.7375304136253041	0.8938564476885644	1.0	0.9732360097323601	1.0	1.0
J0	190	87970	0.7445255474452555	0.892639902676399	1.0	0.975669099756691	1.0	1.0
J0	195	90285	0.7423965936739659	0.892639902676399	1.0	0.9747566909975669	1.0	1.0
J0	200	92600	0.7448296836982968	0.8956812652068127	1.0	0.9741484184914841	1.0	1.0
J0	205	94915	0.7515206812652068	0.8968978102189781	1.0	0.9704987834549879	1.0	1.0
J0	210	97230	0.7496958637469586	0.8962895377128953	1.0	0.9732360097323601	1.0	1.0
J0	215	99545	0.7515206812652068	0.9008515815085159	1.0	0.9732360097323601	1.0	1.0
J0	220	101860	0.7609489051094891	0.8996350364963503	1.0	0.9753649635036497	1.0	1.0
J0	225	104175	0.7588199513381995	0.9032846715328468	1.0	0.9708029197080292	1.0	1.0
J0	230	106490	0.7694647201946472	0.9063260340632603	1.0	0.9720194647201946	1.0	1.0
J0	235	108805	0.7740267639902676	0.9072384428223844	1.0	0.9726277372262774	1.0	1.0
J0	240	111120	0.7624695863746959	0.9087591240875912	1.0	0.9750608272506083	1.0	1.0
J0	245	113435	0.7749391727493917	0.9078467153284672	1.0	0.9714111922141119	1.0	1.0
J0	250	115750	0.7782846715328468	0.9090632603406326	1.0	0.9726277372262774	1.0	1.0
J0	255	118065	0.7755474452554745	0.9121046228710462	1.0	0.9732360097323601	1.0	1.0
J0	260	120380	0.7749391727493917	0.9124087591240876	1.0	0.9753649635036497	1.0	1.0
J0	265	122695	0.7782846715328468	0.9154501216545012	1.0	0.9729318734793188	1.0	1.0
J0	270	125010	0.781934306569343	0.9133211678832117	1.0	0.9717153284671532	1.0	1.0
J0	275	127325	0.7831508515815085	0.916970802919708	1.0	0.9762773722627737	1.0	1.0
J0	280	129640	0.7861922141119222	0.9178832116788321	1.0	0.975669099756691	1.0	1.0
J0	285	131955	0.7846715328467153	0.9163625304136253	1.0	0.9774939172749392	1.0	1.0
J0	290	134270	0.7849756690997567	0.9190997566909975	1.0	0.9704987834549879	1.0	1.0
J0	295	136585	0.7913625304136253	0.9194038929440389	1.0	0.9759732360097324	1.0	1.0
J0	300	138900	0.7928832116788321	0.9227493917274939	1.0	0.9735401459854015	1.0	1.0
J0	305	141215	0.7871046228710462	0.9178832116788321	1.0	0.9701946472019465	1.0	0.9996958637469586
J0	310	143530	0.8026155717761557	0.9221411192214112	1.0	0.9750608272506083	1.0	1.0
J0	315	145845	0.7892335766423357	0.9194038929440389	1.0	0.9714111922141119	1.0	1.0
J0	320	148160	0.7992700729927007	0.926094890510949	1.0	0.9708029197080292	1.0	0.9996958637469586
J0	325	150475	0.7998783454987834	0.9221411192214112	1.0	0.9735401459854015	1.0	0.9996958637469586
J0	330	152790	0.7974452554744526	0.920316301703163	1.0	0.9692822384428224	1.0	0.9996958637469586
J0	335	155105	0.7992700729927007	0.9236618004866181	1.0	0.9735401459854015	1.0	1.0
J0	340	157420	0.8007907542579076	0.9263990267639902	1.0	0.9720194647201946	1.0	1.0
J0	345	159735	0.8038321167883211	0.9239659367396593	1.0	0.972323600973236	1.0	1.0
J0	350	162050	0.8032238442822385	0.9248783454987834	1.0	0.9750608272506083	1.0	1.0
J0	355	164365	0.8044403892944039	0.9263990267639902	1.0	0.9738442822384428	1.0	1.0
J0	360	166680	0.8074817518248175	0.9248783454987834	1.0	0.9711070559610706	1.0	1.0
J0	365	168995	0.8114355231143552	0.9288321167883211	1.0	0.9717153284671532	1.0	1.0
J0	370	171310	0.8083941605839416	0.9251824817518248	1.0	0.9747566909975669	1.0	1.0
J0	375	173625	0.8099148418491484	0.9251824817518248	1.0	0.9692822384428224	1.0	1.0
J0	380	175940	0.8126520681265207	0.9285279805352799	1.0	0.9695863746958637	1.0	1.0
J0	385	178255	0.8172141119221411	0.9294403892944039	1.0	0.9686739659367397	1.0	1.0
J0	390	180570	0.8175182481751825	0.9285279805352799	1.0	0.9701946472019465	1.0	1.0
J0	395	182885	0.8166058394160584	0.9282238442822385	1.0	0.972323600973236	1.0	1.0
J0	400	185200	0.8141727493917275	0.9288321167883211	1.0	0.9714111922141119	1.0	1.0
J0	405	187515	0.8248175182481752	0.931265206812652	1.0	0.9695863746958637	1.0	1.0
J0	410	189830	0.8205596107055961	0.930352798053528	1.0	0.9720194647201946	1.0	1.0
J0	415	192145	0.8138686131386861	0.9279197080291971	1.0	0.968978102189781	1.0	0.9996958637469586
J0	420	194460	0.819647201946472	0.9300486618004866	1.0	0.9738442822384428	1.0	1.0
J0	425	196775	0.8199513381995134	0.9321776155717761	1.0	0.9662408759124088	1.0	1.0
J0	430	199090	0.8214720194647201	0.9343065693430657	1.0	0.9674574209245742	1.0	1.0
J0	435	201405	0.8223844282238443	0.9318734793187348	1.0	0.9738442822384428	1.0	1.0
J0	440	203720	0.8266423357664233	0.9343065693430657	1.0	0.9671532846715328	1.0	1.0
