condition	retrieval_enabled	naming_enabled	seed	rep_epoch	step	rep_wm	rep_ltm	rep_full	comp_top1	comp_top5	comp_rank_median	comp_rank_mean	comp_cosine	comp_margin	naming_exact	naming_wer	naming_edit	naming_eos	naming_pred_len	naming_target_len	probe_rep_ltm	probe_rep_full	full_rep_ltm	full_rep_wm	full_rep_full
H0	False	False	22	190	87970	0.9996958637469586	0.9908759124087592	1.0	0.10097323600973236	0.18369829683698297	185.0	2309.1943430656934	0.42668703867948266	-0.17331633068294855	0.0	1.0	6.081508515815085	0.9452554744525548	6.450121654501216	5.734793187347932					
H0	False	False	22	195	90285	1.0	0.9884428223844283	1.0	0.10249391727493917	0.1873479318734793	191.0	2306.0480535279808	0.4277751765149397	-0.17237105522839546	0.0	1.0	6.100364963503649	0.943734793187348	6.482968369829684	5.734793187347932					
H0	False	False	22	200	92600	1.0	0.9902676399026764	1.0	0.100669099756691	0.18856447688564476	194.5	2296.188564476886	0.4284469741680607	-0.17170517471983776	0.0	1.0	6.12043795620438	0.9391727493917275	6.520377128953771	5.734793187347932	0.9863138686131386	1.0			
H0	False	False	22	205	94915	1.0	0.989963503649635	1.0	0.09975669099756691	0.18886861313868614	184.5	2282.8193430656934	0.4290099537421552	-0.17199354263027075	0.0	1.0	6.106143552311435	0.9406934306569343	6.487530413625304	5.734793187347932					
H0	False	False	22	210	97230	1.0	0.9911800486618005	1.0	0.09884428223844283	0.18886861313868614	184.0	2279.550486618005	0.43000014860874236	-0.17204298460153622	0.0	1.0	6.117092457420925	0.9428223844282239	6.483576642335766	5.734793187347932					
H0	False	False	22	215	99545	1.0	0.98661800486618	1.0	0.10675182481751824	0.2037712895377129	167.0	2276.43400243309	0.43044240958674435	-0.16771953992110533	0.0	1.0	6.110097323600973	0.9406934306569343	6.49543795620438	5.734793187347932					
H0	False	False	22	220	101860	1.0	0.9902676399026764	1.0	0.10979318734793188	0.20225060827250607	171.5	2270.1438564476884	0.4311107167757659	-0.1682802726154345	0.0	1.0	6.124695863746958	0.9416058394160584	6.495133819951338	5.734793187347932	0.9854014598540146	1.0			
H0	False	False	22	225	104175	1.0	0.9911800486618005	1.0	0.10948905109489052	0.20012165450121655	172.0	2245.6748783454987	0.4319807967397442	-0.16795458538126917	0.0	1.0	6.130474452554744	0.9406934306569343	6.514598540145985	5.734793187347932					
H0	False	False	22	230	106490	1.0	0.9902676399026764	1.0	0.1152676399026764	0.20407542579075424	164.0	2254.9321776155716	0.43262513556357696	-0.16704687456670614	0.0	1.0	6.123175182481752	0.944647201946472	6.502128953771289	5.734793187347932					
H0	False	False	22	235	108805	1.0	0.9902676399026764	1.0	0.10827250608272507	0.19768856447688565	166.0	2249.264294403893	0.4329365823510613	-0.16791627478135474	0.0	1.0	6.132603406326034	0.9373479318734793	6.513686131386861	5.734793187347932					
H0	False	False	22	240	111120	1.0	0.9902676399026764	1.0	0.11100973236009733	0.20194647201946472	161.0	2237.0413625304136	0.433838182192781	-0.16677607588669388	0.0	1.0	6.1213503649635035	0.9431265206812652	6.500608272506082	5.734793187347932	0.985705596107056	1.0			
H0	False	False	22	245	113435	1.0	0.9884428223844283	1.0	0.11739659367396593	0.2086374695863747	161.5	2206.161192214112	0.43472291137606406	-0.16443376588904798	0.0	1.0	6.120742092457421	0.9391727493917275	6.489659367396594	5.734793187347932					
H0	False	False	22	250	115750	1.0	0.9896593673965937	1.0	0.11800486618004866	0.2086374695863747	149.5	2216.6964720194646	0.434992618057909	-0.1650190445755375	0.0	1.0	6.143248175182482	0.9352189781021898	6.5298053527980535	5.734793187347932					
H0	False	False	22	255	118065	1.0	0.9896593673965937	1.0	0.11465936739659367	0.20590024330900245	160.0	2209.308394160584	0.43556416122387054	-0.16536428870456496	0.0	1.0	6.125	0.9382603406326034	6.492700729927007	5.734793187347932					
H0	False	False	22	260	120380	1.0	0.9884428223844283	1.0	0.11618004866180048	0.20924574209245742	152.0	2201.9513381995134	0.4363369527680316	-0.16388346476439578	0.0	1.0	6.148114355231144	0.9373479318734793	6.5395377128953776	5.734793187347932	0.9832725060827251	1.0			
H0	False	False	22	265	122695	1.0	0.9890510948905109	1.0	0.11618004866180048	0.21137469586374696	150.0	2200.5690389294405	0.4369247577264605	-0.16325212047501056	0.0	1.0	6.150243309002433	0.9327858880778589	6.530413625304136	5.734793187347932					
H0	False	False	22	270	125010	1.0	0.9881386861313869	1.0	0.11648418491484185	0.21380778588807786	143.0	2182.681569343066	0.4376147604202798	-0.1626745886475283	0.0	1.0	6.139598540145985	0.9406934306569343	6.5085158150851585	5.734793187347932					
H0	False	False	22	275	127325	1.0	0.9887469586374696	1.0	0.11982968369829684	0.21532846715328466	145.5	2195.617700729927	0.43770271685157697	-0.16236798612088182	0.0	1.0	6.136861313868613	0.9379562043795621	6.513077858880779	5.734793187347932					
H0	False	False	22	280	129640	1.0	0.9878345498783455	1.0	0.1152676399026764	0.2183698296836983	146.5	2169.302615571776	0.4383828088259733	-0.1617398621999362	0.0	1.0	6.144160583941606	0.9376520681265207	6.505474452554744	5.734793187347932	0.9832725060827251	0.9996958637469586			
H0	False	False	22	285	131955	1.0	0.9887469586374696	1.0	0.125	0.21897810218978103	137.5	2170.3260340632605	0.43887411783870117	-0.16028756067301816	0.0	1.0	6.154197080291971	0.9370437956204379	6.518856447688565	5.734793187347932					
H0	False	False	22	290	134270	1.0	0.9887469586374696	1.0	0.11891727493917274	0.21441605839416059	143.5	2175.014598540146	0.4391175386366709	-0.1620184933163969	0.0	1.0	6.124087591240876	0.9428223844282239	6.485097323600973	5.734793187347932					
H0	False	False	22	295	136585	1.0	0.9875304136253041	1.0	0.1274330900243309	0.22688564476885645	127.0	2152.463199513382	0.4400619780769227	-0.15781951528903632	0.0	1.0	6.1024939172749395	0.948905109489051	6.45985401459854	5.734793187347932					
H0	False	False	22	300	138900	1.0	0.98661800486618	1.0	0.12104622871046229	0.22110705596107055	132.5	2169.631386861314	0.44019754086324403	-0.16018467806642217	0.0	1.0	6.143248175182482	0.9416058394160584	6.514598540145985	5.734793187347932	0.9835766423357665	1.0			
H0	False	False	22	305	141215	1.0	0.9878345498783455	1.0	0.12226277372262774	0.22414841849148417	129.5	2140.0538321167883	0.44082268363214416	-0.15938133710582905	0.0	1.0	6.15845498783455	0.9349148418491484	6.55139902676399	5.734793187347932					
H0	False	False	22	310	143530	1.0	0.9884428223844283	1.0	0.12317518248175183	0.2232360097323601	128.5	2155.000304136253	0.4408880596604537	-0.15954420983863862	0.0	1.0	6.1940389294403895	0.9276155717761557	6.607360097323601	5.734793187347932					
H0	False	False	22	315	145845	1.0	0.9887469586374696	1.0	0.12408759124087591	0.21776155717761558	133.0	2141.9729318734794	0.44148641965270424	-0.1601456586325908	0.0	1.0	6.138686131386861	0.9406934306569343	6.508819951338199	5.734793187347932					
H0	False	False	22	320	148160	1.0	0.9817518248175182	1.0	0.12469586374695864	0.2314476885644769	125.0	2136.6499391727493	0.4416196403521676	-0.15826554750964733	0.0	1.0	6.156934306569343	0.9428223844282239	6.529501216545012	5.734793187347932	0.9711070559610706	1.0			
H0	False	False	22	325	150475	1.0	0.9923965936739659	1.0	0.13108272506082724	0.23327250608272507	116.0	2130.8999391727493	0.4425893518672219	-0.15649521318683515	0.0	1.0	6.167579075425791	0.9358272506082725	6.552615571776156	5.734793187347932					
H0	False	False	22	330	152790	1.0	0.9875304136253041	1.0	0.1298661800486618	0.22962287104622872	120.0	2135.8777372262775	0.44238733956781134	-0.15783206793114796	0.0	1.0	6.140815085158151	0.9358272506082725	6.515510948905109	5.734793187347932					
H0	False	False	22	335	155105	1.0	0.9890510948905109	1.0	0.1322992700729927	0.23175182481751824	118.0	2126.323600973236	0.44338255343688265	-0.1554224941553208	0.0	1.0	6.174574209245742	0.9327858880778589	6.55139902676399	5.734793187347932					
H0	False	False	22	340	157420	1.0	0.9872262773722628	1.0	0.12804136253041362	0.23175182481751824	122.0	2119.4011557177614	0.4434343730144642	-0.15655982432719276	0.0	1.0	6.134124087591241	0.9382603406326034	6.491180048661801	5.734793187347932	0.9811435523114356	1.0			
H0	False	False	22	345	159735	1.0	0.9869221411192214	1.0	0.1274330900243309	0.22931873479318735	123.0	2108.5179440389293	0.4437518032833028	-0.15751957735205363	0.0	1.0	6.174878345498784	0.934610705596107	6.545012165450122	5.734793187347932					
H0	False	False	22	350	162050	1.0	0.9902676399026764	1.0	0.125	0.22840632603406327	114.0	2116.5626520681267	0.4442074037496154	-0.15669495736106034	0.0	1.0	6.15845498783455	0.9355231143552312	6.529501216545012	5.734793187347932					
H0	False	False	22	355	164365	1.0	0.9890510948905109	1.0	0.12956204379562045	0.23418491484184914	117.0	2113.110097323601	0.4444904316381098	-0.1568765460021812	0.0	1.0	6.154197080291971	0.9352189781021898	6.519160583941606	5.734793187347932					
H0	False	False	22	360	166680	1.0	0.9875304136253041	1.0	0.1380778588807786	0.24452554744525548	109.0	2101.7734184914843	0.4449900962345652	-0.15345764283879396	0.0	1.0	6.170924574209246	0.940389294403893	6.545316301703163	5.734793187347932	0.9854014598540146	1.0			
H0	False	False	22	365	168995	1.0	0.9850973236009732	1.0	0.13838199513381996	0.24209245742092458	111.0	2111.3634428223845	0.44536213932807517	-0.15367645746745043	0.0	1.0	6.16970802919708	0.9364355231143552	6.559306569343065	5.734793187347932					
H0	False	False	22	370	171310	1.0	0.9875304136253041	1.0	0.13138686131386862	0.2402676399026764	111.5	2096.427615571776	0.44558863392717896	-0.15457049362506456	0.0	1.0	6.15176399026764	0.9382603406326034	6.517031630170316	5.734793187347932					
H0	False	False	22	375	173625	1.0	0.9917883211678832	1.0	0.1362530413625304	0.24148418491484186	110.0	2089.468673965937	0.44615359168183605	-0.15382131273402785	0.0	1.0	6.191301703163017	0.9279197080291971	6.592153284671533	5.734793187347932					
H0	False	False	22	380	175940	1.0	0.989963503649635	1.0	0.14233576642335766	0.2451338199513382	105.0	2076.447384428224	0.44657742234814085	-0.15191065731238565	0.0	1.0	6.159063260340632	0.9349148418491484	6.51794403892944	5.734793187347932	0.9844890510948905	1.0			
H0	False	False	22	385	178255	1.0	0.9869221411192214	1.0	0.13990267639902676	0.2451338199513382	108.0	2078.500912408759	0.44646831485821664	-0.15316213427650813	0.0	1.0	6.186131386861314	0.9306569343065694	6.5580900243309	5.734793187347932					
H0	False	False	22	390	180570	1.0	0.9890510948905109	1.0	0.14020681265206814	0.24878345498783455	103.0	2077.759428223844	0.44706965729133524	-0.15173250526969306	0.0	1.0	6.174574209245742	0.931265206812652	6.541362530413625	5.734793187347932					
H0	False	False	22	395	182885	1.0	0.98661800486618	1.0	0.14142335766423358	0.2515206812652068	102.5	2065.9002433090022	0.4474776198543592	-0.15050724288335393	0.0	1.0	6.182481751824818	0.9273114355231143	6.564781021897811	5.734793187347932					
H0	False	False	22	400	185200	1.0	0.9869221411192214	1.0	0.13929440389294404	0.246654501216545	102.5	2078.1730535279808	0.44792931446453094	-0.1520804614599096	0.0	1.0	6.203771289537713	0.9291362530413625	6.578467153284672	5.734793187347932	0.9817518248175182	1.0			
H0	False	False	22	405	187515	1.0	0.9875304136253041	1.0	0.14841849148418493	0.2594282238442822	94.5	2071.7825425790757	0.44829488605626205	-0.14925605374096085	0.0	1.0	6.158150851581508	0.9340024330900243	6.489051094890511	5.734793187347932					
H0	False	False	22	410	189830	1.0	0.9890510948905109	1.0	0.1386861313868613	0.24939172749391728	101.0	2048.2095498783456	0.44878152877145044	-0.15108683525410158	0.0	1.0	6.20985401459854	0.9273114355231143	6.577554744525547	5.734793187347932					
H0	False	False	22	415	192145	1.0	0.989963503649635	1.0	0.14172749391727493	0.2548661800486618	100.0	2056.176399026764	0.4490185560021583	-0.15027670738108256	0.0	1.0	6.170316301703163	0.9358272506082725	6.512773722627737	5.734793187347932					
H0	False	False	22	420	194460	0.9996958637469586	0.9896593673965937	1.0	0.14324817518248176	0.2518248175182482	97.0	2053.126216545012	0.4490128860382593	-0.15068491418685065	0.0	1.0	6.173357664233577	0.933698296836983	6.519160583941606	5.734793187347932	0.9835766423357665	1.0			
H0	False	False	22	425	196775	1.0	0.985705596107056	1.0	0.14081508515815086	0.2527372262773723	103.0	2047.0927615571777	0.4492590946884175	-0.1515432862913884	0.0	1.0	6.204683698296837	0.9242700729927007	6.5608272506082725	5.734793187347932					
H0	False	False	22	430	199090	0.9996958637469586	0.9887469586374696	1.0	0.14476885644768855	0.2591240875912409	96.0	2034.5985401459855	0.4497959724321502	-0.14974351314297557	0.0	1.0	6.194951338199513	0.9273114355231143	6.548053527980535	5.734793187347932					
H0	False	False	22	435	201405	0.9996958637469586	0.9887469586374696	1.0	0.14233576642335766	0.2548661800486618	99.0	2036.5270681265206	0.4495919414368513	-0.15025959138525083	0.0	1.0	6.231447688564477	0.9197080291970803	6.599452554744525	5.734793187347932					
H0	False	False	22	440	203720	1.0	0.9914841849148418	1.0	0.14628953771289538	0.25821167883211676	96.5	2037.9586374695864	0.4500877657883128	-0.14917450972862198	0.0	1.0	6.198296836982968	0.927007299270073	6.5510948905109485	5.734793187347932	0.9832725060827251	1.0	0.9823475702546414	0.999932366169558	0.999932366169558
C-only	True	False	22	0	0	0.0	0.0	0.0	0.0	0.0	15358.0	15197.157846715329	0.0010290453922979729	-0.22541778254800832	0.0	1.0	9.739659367396595	0.003953771289537713	9.960462287104622	5.734793187347932					
C-only	True	False	22	5	2315	0.9324817518248175	0.6800486618004866	0.9659367396593674	0.004866180048661801	0.013990267639902677	1236.0	3742.4978710462287	0.25603776450848414	-0.2738378673719374	0.0	1.0	5.662712895377129	0.9987834549878345	5.718065693430657	5.734793187347932					
C-only	True	False	22	10	4630	0.9628953771289538	0.8415450121654501	0.9847931873479319	0.023722627737226276	0.05961070559610705	373.5	1539.6782238442822	0.33237682892278136	-0.19866030791053807	0.0	1.0	5.682177615571776	0.995742092457421	6.059610705596107	5.734793187347932					
C-only	True	False	22	15	6945	0.9750608272506083	0.8841240875912408	0.9933090024330901	0.08181265206812652	0.18339416058394162	91.0	602.6575425790754	0.3851543511853892	-0.1248269907296284	0.0	1.0	5.579683698296837	0.9975669099756691	5.973540145985401	5.734793187347932					
C-only	True	False	22	20	9260	0.9838807785888077	0.870742092457421	0.9978710462287105	0.1551094890510949	0.3013990267639903	31.0	317.1715328467153	0.42116292382508613	-0.08957469840409402	0.0	1.0	5.63625304136253	0.9923965936739659	6.187043795620438	5.734793187347932	0.8345498783454988	0.9942214111922141			
C-only	True	False	22	25	11575	0.989963503649635	0.8972019464720195	0.996654501216545	0.2071167883211679	0.3765206812652068	15.0	192.30687347931874	0.4501855574839141	-0.07133202385746505	0.0	1.0	5.564476885644769	0.9942214111922141	6.0583941605839415	5.734793187347932					
C-only	True	False	22	30	13890	0.9902676399026764	0.8868613138686131	0.9960462287104623	0.3083941605839416	0.5048661800486618	5.0	105.55261557177616	0.46716848736313915	-0.04342159867250426	0.0	1.0	5.512773722627737	0.9969586374695864	6.01338199513382	5.734793187347932					
C-only	True	False	22	35	16205	0.9808394160583942	0.8905109489051095	0.9954379562043796	0.3956812652068126	0.593978102189781	3.0	63.48144768856448	0.48098603796911793	-0.02454784497111093	0.00030413625304136254	0.9996958637469586	5.5641727493917275	0.9896593673965937	6.132907542579075	5.734793187347932					
C-only	True	False	22	40	18520	0.9948296836982968	0.9014598540145985	0.996654501216545	0.44373479318734793	0.6545012165450121	2.0	45.001520681265205	0.4910889337510052	-0.01388377537203096	0.0006082725060827251	0.9993917274939172	5.5273722627737225	0.9927007299270073	6.1107055961070555	5.734793187347932	0.8594890510948905	0.996654501216545			
C-only	True	False	22	45	20835	0.9939172749391727	0.8838199513381995	0.9984793187347932	0.4908759124087591	0.6922141119221411	2.0	32.32512165450122	0.5021445814411353	-0.006032488102641709	0.00030413625304136254	0.9996958637469586	5.476581508515815	0.9954379562043796	6.0	5.734793187347932					
C-only	True	False	22	50	23150	0.9936131386861314	0.8816909975669099	0.9984793187347932	0.5003041362530414	0.7083333333333334	1.0	26.72110705596107	0.509501504664221	-0.00493548379037212	0.00030413625304136254	0.9996958637469586	5.480839416058394	0.995742092457421	6.056265206812652	5.734793187347932					
C-only	True	False	22	55	25465	0.9878345498783455	0.8959854014598541	0.9954379562043796	0.5112530413625304	0.7287104622871047	1.0	21.248479318734795	0.518572024475339	-0.001821955013340407	0.00030413625304136254	0.9996958637469586	5.502737226277373	0.9920924574209246	6.116788321167883	5.734793187347932					
C-only	True	False	22	60	27780	0.9981751824817519	0.8990267639902676	0.9984793187347932	0.558698296836983	0.7597323600973236	1.0	17.444951338199512	0.5258673919124615	0.00544116325186987	0.00030413625304136254	0.9996958637469586	5.4178832116788325	0.9960462287104623	5.8835158150851585	5.734793187347932	0.8631386861313869	0.9981751824817519			
C-only	True	False	22	65	30095	0.9939172749391727	0.8771289537712895	0.9981751824817519	0.6021897810218978	0.8065693430656934	1.0	13.43278588807786	0.5278840064775843	0.01339020772662621	0.00030413625304136254	0.9996958637469586	5.509124087591241	0.9917883211678832	6.101581508515815	5.734793187347932					
C-only	True	False	22	70	32410	0.9939172749391727	0.9072384428223844	0.9993917274939172	0.6213503649635036	0.8181265206812652	1.0	12.635948905109489	0.5345828241856719	0.01708954055125116	0.0006082725060827251	0.9993917274939172	5.530109489051095	0.989963503649635	6.118004866180049	5.734793187347932					
