exposure_group	n	mean_zipf	sd_zipf	min_zipf	max_zipf	mean_phoneme_length	corr_zipf_length
TRAINED_REAL_EXACT	671	4.112891207153503	0.9009237308138054	2.87	7.01	5.867362146050671	-0.18953313994201076
UNTRAINED_REAL	122	3.310573770491803	0.36101852973283693	2.88	4.42	6.163934426229508	-0.20057738506548964
