state_id	convention	stratum	condition	denominator	exact_count	exact_proportion	WRONG_TO_CORRECT	CORRECT_TO_WRONG	CORRECT_TO_CORRECT	WRONG_TO_WRONG
W4_SRC	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S0	38	0	0	NA	NA	NA	NA
W4_SRC	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S1	38	33	0.8684210526	33	0	0	5
W4_SRC	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S2	38	38	1	38	0	0	0
W4_SRC	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S3	38	9	0.2368421053	9	0	0	29
W4_REP	freear	ALL_REPETITION_ITEMS	S0	29571	25909	0.8761624565	NA	NA	NA	NA
W4_REP	freear	ALL_REPETITION_ITEMS	S1	29571	29571	1	3662	0	25909	0
W4_REP	freear	ALL_REPETITION_ITEMS	S2	29571	29571	1	3662	0	25909	0
W4_REP	freear	ALL_REPETITION_ITEMS	S3	29571	23842	0.8062628927	489	2556	23353	3173
W4_REP	freear	C_POPULATION	S0	27981	24353	0.8703405883	NA	NA	NA	NA
W4_REP	freear	C_POPULATION	S1	27981	27981	1	3628	0	24353	0
W4_REP	freear	C_POPULATION	S2	27981	27981	1	3628	0	24353	0
W4_REP	freear	C_POPULATION	S3	27981	22366	0.7993281155	482	2469	21884	3146
W4_REP	freear	NONCANONICAL_HOMOPHONE_MEMBERS	S0	1590	1556	0.9786163522	NA	NA	NA	NA
W4_REP	freear	NONCANONICAL_HOMOPHONE_MEMBERS	S1	1590	1590	1	34	0	1556	0
W4_REP	freear	NONCANONICAL_HOMOPHONE_MEMBERS	S2	1590	1590	1	34	0	1556	0
W4_REP	freear	NONCANONICAL_HOMOPHONE_MEMBERS	S3	1590	1476	0.9283018868	7	87	1469	27
W4_REP	freear	NATIVE_LTM_WRONG	S0	3662	0	0	NA	NA	NA	NA
W4_REP	freear	NATIVE_LTM_WRONG	S1	3662	3662	1	3662	0	0	0
W4_REP	freear	NATIVE_LTM_WRONG	S2	3662	3662	1	3662	0	0	0
W4_REP	freear	NATIVE_LTM_WRONG	S3	3662	489	0.1335335882	489	0	0	3173
W4_REP	freear	C_CORRECT_AND_NATIVE_LTM_WRONG	S0	3628	0	0	NA	NA	NA	NA
W4_REP	freear	C_CORRECT_AND_NATIVE_LTM_WRONG	S1	3628	3628	1	3628	0	0	0
W4_REP	freear	C_CORRECT_AND_NATIVE_LTM_WRONG	S2	3628	3628	1	3628	0	0	0
W4_REP	freear	C_CORRECT_AND_NATIVE_LTM_WRONG	S3	3628	482	0.1328555678	482	0	0	3146
W4_REP	freear	C_WRONG_AND_NATIVE_LTM_WRONG	S0	0	0		NA	NA	NA	NA
W4_REP	freear	C_WRONG_AND_NATIVE_LTM_WRONG	S1	0	0		0	0	0	0
W4_REP	freear	C_WRONG_AND_NATIVE_LTM_WRONG	S2	0	0		0	0	0	0
W4_REP	freear	C_WRONG_AND_NATIVE_LTM_WRONG	S3	0	0		0	0	0	0
W4_REP	freear	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S0	0	0		NA	NA	NA	NA
W4_REP	freear	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S1	0	0		0	0	0	0
W4_REP	freear	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S2	0	0		0	0	0	0
W4_REP	freear	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S3	0	0		0	0	0	0
W4_REP	freear	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S0	0	0		NA	NA	NA	NA
W4_REP	freear	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S1	0	0		0	0	0	0
W4_REP	freear	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S2	0	0		0	0	0	0
W4_REP	freear	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S3	0	0		0	0	0	0
W4_REP	freear	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S0	3628	0	0	NA	NA	NA	NA
W4_REP	freear	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S1	3628	3628	1	3628	0	0	0
W4_REP	freear	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S2	3628	3628	1	3628	0	0	0
W4_REP	freear	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S3	3628	482	0.1328555678	482	0	0	3146
W4_REP	freear	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S0	34	0	0	NA	NA	NA	NA
W4_REP	freear	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S1	34	34	1	34	0	0	0
W4_REP	freear	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S2	34	34	1	34	0	0	0
W4_REP	freear	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S3	34	7	0.2058823529	7	0	0	27
W4_REP	canonical	ALL_REPETITION_ITEMS	S0	29571	25909	0.8761624565	NA	NA	NA	NA
W4_REP	canonical	ALL_REPETITION_ITEMS	S1	29571	29571	1	3662	0	25909	0
W4_REP	canonical	ALL_REPETITION_ITEMS	S2	29571	29571	1	3662	0	25909	0
W4_REP	canonical	ALL_REPETITION_ITEMS	S3	29571	23842	0.8062628927	489	2556	23353	3173
W4_REP	canonical	C_POPULATION	S0	27981	24353	0.8703405883	NA	NA	NA	NA
W4_REP	canonical	C_POPULATION	S1	27981	27981	1	3628	0	24353	0
W4_REP	canonical	C_POPULATION	S2	27981	27981	1	3628	0	24353	0
W4_REP	canonical	C_POPULATION	S3	27981	22366	0.7993281155	482	2469	21884	3146
W4_REP	canonical	NONCANONICAL_HOMOPHONE_MEMBERS	S0	1590	1556	0.9786163522	NA	NA	NA	NA
W4_REP	canonical	NONCANONICAL_HOMOPHONE_MEMBERS	S1	1590	1590	1	34	0	1556	0
W4_REP	canonical	NONCANONICAL_HOMOPHONE_MEMBERS	S2	1590	1590	1	34	0	1556	0
W4_REP	canonical	NONCANONICAL_HOMOPHONE_MEMBERS	S3	1590	1476	0.9283018868	7	87	1469	27
W4_REP	canonical	NATIVE_LTM_WRONG	S0	3662	0	0	NA	NA	NA	NA
W4_REP	canonical	NATIVE_LTM_WRONG	S1	3662	3662	1	3662	0	0	0
W4_REP	canonical	NATIVE_LTM_WRONG	S2	3662	3662	1	3662	0	0	0
W4_REP	canonical	NATIVE_LTM_WRONG	S3	3662	489	0.1335335882	489	0	0	3173
W4_REP	canonical	C_CORRECT_AND_NATIVE_LTM_WRONG	S0	3628	0	0	NA	NA	NA	NA
W4_REP	canonical	C_CORRECT_AND_NATIVE_LTM_WRONG	S1	3628	3628	1	3628	0	0	0
W4_REP	canonical	C_CORRECT_AND_NATIVE_LTM_WRONG	S2	3628	3628	1	3628	0	0	0
W4_REP	canonical	C_CORRECT_AND_NATIVE_LTM_WRONG	S3	3628	482	0.1328555678	482	0	0	3146
W4_REP	canonical	C_WRONG_AND_NATIVE_LTM_WRONG	S0	0	0		NA	NA	NA	NA
W4_REP	canonical	C_WRONG_AND_NATIVE_LTM_WRONG	S1	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_AND_NATIVE_LTM_WRONG	S2	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_AND_NATIVE_LTM_WRONG	S3	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S0	0	0		NA	NA	NA	NA
W4_REP	canonical	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S1	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S2	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_BUT_NATIVE_LTM_PHONOLOGY_CORRECT	S3	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S0	0	0		NA	NA	NA	NA
W4_REP	canonical	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S1	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S2	0	0		0	0	0	0
W4_REP	canonical	C_WRONG_BUT_RETRIEVED_PHONOLOGY_CORRECT	S3	0	0		0	0	0	0
W4_REP	canonical	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S0	3628	0	0	NA	NA	NA	NA
W4_REP	canonical	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S1	3628	3628	1	3628	0	0	0
W4_REP	canonical	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S2	3628	3628	1	3628	0	0	0
W4_REP	canonical	LEXICAL_IDENTITY_CORRECT_AND_NATIVE_LTM_WRONG	S3	3628	482	0.1328555678	482	0	0	3146
W4_REP	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S0	34	0	0	NA	NA	NA	NA
W4_REP	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S1	34	34	1	34	0	0	0
W4_REP	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S2	34	34	1	34	0	0	0
W4_REP	canonical	LEXICAL_IDENTITY_WRONG_AND_NATIVE_LTM_WRONG	S3	34	7	0.2058823529	7	0	0	27
