seed	route	factor	repeat	r2_drop	mae_increase
19	full	morphology	48	0.0022408736566013054	7.831675460743051e-05
19	full	morphology	49	0.0021883631148790217	7.831675460743051e-05
19	full	morphology	50	0.002071994317526804	-0.00015663350921484714
19	full	morphology	51	0.0022114923490362814	3.469446951953614e-18
19	full	morphology	52	0.004355801553831751	0.00015663350921485755
19	full	morphology	53	0.002130720830128663	-3.915837730370658e-05
19	full	morphology	54	0.002352146813453304	0.00011747513191114403
19	full	morphology	55	0.002345352626120012	0.0001957918865185676
19	full	morphology	56	0.002100255294712361	-7.83167546074201e-05
19	full	morphology	57	0.002132419376961958	-3.915837730370658e-05
19	full	morphology	58	0.004237192095720377	3.915837730371352e-05
19	full	morphology	59	0.0022165879895365004	7.831675460743051e-05
19	full	morphology	60	2.768276073183973e-05	-0.00015663350921484714
19	full	morphology	61	0.0023865515564623907	0.00031326701842970123
19	full	morphology	62	0.0003411196692877372	0.00039158377303713174
19	full	morphology	63	0.0023374381084068085	0.0002741086411259912
19	full	morphology	64	1.4672602518639444e-05	-0.00011747513191113362
19	full	morphology	65	0.00440097579429477	0.0002741086411259912
19	full	morphology	66	0.0021945790857587077	7.831675460743051e-05
19	full	morphology	67	0.004321902822220669	3.915837730371699e-05
19	full	morphology	68	0.0021872066819712543	7.831675460742704e-05
19	full	morphology	69	0.00223917510976801	0.00011747513191114403
19	full	morphology	70	0.002317091648934344	0.00023495026382227766
19	full	morphology	71	0.002255546259119723	7.831675460742704e-05
19	full	morphology	72	0.004189777194498423	-3.915837730370658e-05
19	full	morphology	73	0.0022312605920548068	0.00011747513191114056
19	full	morphology	74	0.004304411342489156	0.00031326701842970123
19	full	morphology	75	0.004258080669118369	-3.915837730370658e-05
19	full	morphology	76	0.0021386714503697224	-0.00011747513191113015
19	full	morphology	77	0.004245648727359108	3.915837730371352e-05
19	full	morphology	78	0.0022516070515272713	0.00015663350921485755
19	full	morphology	79	0.002267436086953234	7.831675460743398e-05
19	full	morphology	80	0.004257538555192619	0.0001957918865185676
19	full	morphology	81	0.002263460776832704	7.831675460743051e-05
19	full	morphology	82	1.698546833628356e-06	-0.00019579188651855373
19	full	morphology	83	0.002159560023767715	7.831675460743051e-05
19	full	morphology	84	0.004279547458970523	0.00019579188651856413
19	full	morphology	85	0.0022295981477494786	0.00011747513191114403
19	full	morphology	86	0.0022476678439348197	0.00015663350921485755
19	full	morphology	87	0.0022821086894717624	0.0002741086411259912
19	full	morphology	88	0.0021047727187586407	-7.83167546074201e-05
19	full	morphology	89	0.0023769745944441922	0.00031326701842970123
19	full	morphology	90	0.00017339676312089214	0.00011747513191114403
19	full	morphology	91	0.0002168724567506164	3.915837730372046e-05
19	full	morphology	92	0.0023007204995827424	0.00011747513191114403
19	full	morphology	93	0.002263460776832704	-7.83167546074201e-05
19	full	morphology	94	0.00426205597923901	-0.00015663350921484714
19	full	morphology	95	6.328003917654978e-05	-0.00019579188651855373
19	full	morphology	96	0.002165197778193906	3.915837730371699e-05
19	full	morphology	97	8.359039612060304e-05	3.469446951953614e-18
19	full	morphology	98	0.0042716329412573195	0.0
19	full	morphology	99	0.0022109141325823423	0.00027410864112599465
20	full	morphology	0		-0.0001137621770876604
20	full	morphology	1		4.013005339769792e-05
20	full	morphology	2		0.00016067453058450556
20	full	morphology	3		-1.1625730823343165e-05
20	full	morphology	4		-0.00015118864152466674
20	full	morphology	5		-0.000131734017417842
20	full	morphology	6		-0.00016100305957793618
20	full	morphology	7		-1.5704441961799688e-05
20	full	morphology	8		-4.948838585265916e-05
20	full	morphology	9		-5.070919103670676e-05
20	full	morphology	10		2.276861565954011e-05
20	full	morphology	11		3.814452862790831e-05
20	full	morphology	12		-0.0003055170626023347
20	full	morphology	13		6.878869296576742e-05
20	full	morphology	14		2.276861565954011e-05
20	full	morphology	15		-6.0349397090262054e-05
20	full	morphology	16		-5.070919103670676e-05
20	full	morphology	17		2.2332425067230453e-05
20	full	morphology	18		-6.0959799682285855e-05
20	full	morphology	19		2.5190331021638507e-05
20	full	morphology	20		-4.9052195260349506e-05
20	full	morphology	21		-0.00013729551233294165
20	full	morphology	22		-0.00013790591492496458
20	full	morphology	23		-0.00010759027958053783
20	full	morphology	24		-0.00011105858812696968
20	full	morphology	25		-0.0001579709416238131
20	full	morphology	26		-7.54701968488751e-06
20	full	morphology	27		-8.615013070392436e-05
20	full	morphology	28		-0.00010802647017284749
20	full	morphology	29		-0.0002791258214026454
20	full	morphology	30		-0.00017698937513832818
20	full	morphology	31		-0.00022874515935937013
20	full	morphology	32		-0.00013790591492496458
20	full	morphology	33		-0.00013217020801015167
20	full	morphology	34		-4.150517557546113e-05
20	full	morphology	35		-5.1145381629017286e-05
20	full	morphology	36		-0.0001419846260634211
20	full	morphology	37		-6.608510400507583e-05
20	full	morphology	38		-0.0001321702080101508
20	full	morphology	39		-3.984817979910387e-05
20	full	morphology	40		-0.00010863687276487042
20	full	morphology	41		-0.00021589862335197763
20	full	morphology	42		-1.3751221777649411e-06
20	full	morphology	43		-6.442810822871858e-05
20	full	morphology	44		-4.3926890937560394e-05
20	full	morphology	45		-5.070919103670676e-05
20	full	morphology	46		-0.0001702070750391818
20	full	morphology	47		-0.0001552673526631224
20	full	morphology	48		-6.0959799682285855e-05
20	full	morphology	49		-6.503851082074151e-05
20	full	morphology	50		0.00013818778852355863
20	full	morphology	51		-3.515906606862355e-05
20	full	morphology	52		-0.00010863687276487129
20	full	morphology	53		2.5800733613663175e-05
20	full	morphology	54		-0.00012296619254890603
20	full	morphology	55		-0.00017533237936197092
20	full	morphology	56		7.45243998805812e-05
20	full	morphology	57		-4.8434307241967955e-06
20	full	morphology	58		6.7823000991481044e-06
20	full	morphology	59		-6.608510400507583e-05
20	full	morphology	60		7.314927770281712e-05
20	full	morphology	61		-0.0002774688256262873
20	full	morphology	62		-0.0003928879984903071
20	full	morphology	63		-0.00024307447914340401
20	full	morphology	64		5.402318258942301e-05
20	full	morphology	65		-0.0001913186949223638
20	full	morphology	66		-3.334775329854895e-05
20	full	morphology	67		5.73570691481378e-06
20	full	morphology	68		-6.911722195919803e-05
20	full	morphology	69		-7.485292887401181e-05
20	full	morphology	70		-0.0002240560456288898
20	full	morphology	71		-8.961843925035622e-05
20	full	morphology	72		5.203765781963427e-05
20	full	morphology	73		-9.022884184238002e-05
20	full	morphology	74		-0.00021954114389812363
20	full	morphology	75		8.268182215749337e-05
20	full	morphology	76		0.00012220147296316576
20	full	morphology	77		3.439434648288414e-05
20	full	morphology	78		-0.00012357659514092983
20	full	morphology	79		-6.911722195919803e-05
20	full	morphology	80		-0.0001276553062793855
20	full	morphology	81		-7.832123742044367e-05
20	full	morphology	82		0.0001750038503685403
20	full	morphology	83		-5.175578422104022e-05
20	full	morphology	84		-0.00013790591492496458
20	full	morphology	85		-0.00012191959936457344
20	full	morphology	86		-0.00014093803287908678
20	full	morphology	87		-0.00021849455071379104
20	full	morphology	88		3.3629626897143e-05
20	full	morphology	89		-0.00030100216087156854
20	full	morphology	90		-0.00012974849264805327
20	full	morphology	91		-6.608510400507583e-05
20	full	morphology	92		-0.00010863687276487129
20	full	morphology	93		5.716296214242338e-05
20	full	morphology	94		0.00015103432453095027
20	full	morphology	95		0.0001371411953392243
20	full	morphology	96		-2.2486742060946058e-05
20	full	morphology	97		-2.656545319940258e-05
20	full	morphology	98		9.485889059838819e-06
20	full	morphology	99		-0.0002246664482209136
21	full	morphology	0	0.00017319758568157262	5.312492931477952e-05
21	full	morphology	1	-0.0012616895979467024	-7.968739397216928e-05
21	full	morphology	2	0.0013935075027311505	-0.00010624985862955905
21	full	morphology	3	0.0015051953240231564	6.938893903907228e-18
21	full	morphology	4	0.00019327861856432982	7.968739397217622e-05
21	full	morphology	5	0.0015667050884125011	0.00010624985862956599
21	full	morphology	6	-0.001157209366224432	7.968739397217622e-05
21	full	morphology	7	9.806803537026898e-05	-2.6562464657382823e-05
21	full	morphology	8	0.0015437666033534247	0.0
21	full	morphology	9	0.0016072893760918916	5.312492931477952e-05
21	full	morphology	10	-0.0013127120986764496	-7.968739397216235e-05
21	full	morphology	11	1.0860434963788634e-05	-5.3124929314772584e-05
21	full	morphology	12	-0.0010997746691425725	0.00013281232328695575
21	full	morphology	13	8.397697692585915e-05	-5.312492931477952e-05
21	full	morphology	14	0.0015779386946808138	-2.6562464657382823e-05
21	full	morphology	15	-0.0012190923019181898	-2.6562464657382823e-05
21	full	morphology	16	0.00014506451940166087	2.65624646573967e-05
21	full	morphology	17	-0.0013143519357212696	-0.00010624985862954517
21	full	morphology	18	0.00013420408443787224	2.6562464657382823e-05
21	full	morphology	19	-0.0012845790323968709	-5.312492931477952e-05
21	full	morphology	20	0.00014225611783469372	6.938893903907228e-18
21	full	morphology	21	-0.0011544009646573539	2.65624646573967e-05
21	full	morphology	22	0.00010728863328934857	7.968739397217622e-05
21	full	morphology	23	-0.0011977936539038225	2.65624646573967e-05
21	full	morphology	24	0.00016154175749960586	2.65624646573967e-05
21	full	morphology	25	0.00017600598724842875	0.00010624985862957292
21	full	morphology	26	-0.0012890272710087691	-5.312492931477952e-05
21	full	morphology	27	0.0015389451934370024	7.968739397217622e-05
21	full	morphology	28	7.51295503110816e-05	2.65624646573967e-05
21	full	morphology	29	-0.0012190923019181898	0.00018593725260173527
21	full	morphology	30	0.0015682958748481912	0.0001593747879443455
21	full	morphology	31	-0.0010768361840834961	0.00013281232328695575
21	full	morphology	32	0.00013420408443776122	7.968739397216928e-05
21	full	morphology	33	0.00018082739716485108	5.312492931478646e-05
21	full	morphology	34	-0.0013119167054588265	0.0
21	full	morphology	35	0.00012456126460536066	6.938893903907228e-18
21	full	morphology	36	0.00010850624842062562	7.968739397217622e-05
21	full	morphology	37	0.0015534094231858253	5.312492931478646e-05
21	full	morphology	38	0.00021378187336085208	5.312492931477952e-05
21	full	morphology	39	0.0014581988399917645	2.65624646573967e-05
21	full	morphology	40	0.0015755034644180377	7.968739397216928e-05
21	full	morphology	41	0.000293732833588245	0.00013281232328695575
21	full	morphology	42	0.0001000810437195021	-2.656246465738976e-05
21	full	morphology	43	0.0015783118659852269	2.65624646573967e-05
21	full	morphology	44	0.0015200817756855223	2.65624646573967e-05
21	full	morphology	45	7.475637900677956e-05	2.65624646573967e-05
21	full	morphology	46	0.0014618026347767987	0.00013281232328695575
21	full	morphology	47	-0.0011359107182101758	5.312492931477952e-05
21	full	morphology	48	0.00015672034758362763	2.65624646573967e-05
21	full	morphology	49	0.0015220947840346444	5.312492931478646e-05
21	full	morphology	50	-0.0014465430118100198	-0.0001593747879443455
21	full	morphology	51	0.00012456126460536066	-2.656246465738976e-05
21	full	morphology	52	0.00017801899559788392	5.312492931477952e-05
21	full	morphology	53	0.0014585720112961775	-2.656246465738976e-05
21	full	morphology	54	0.00027688242418588693	5.312492931477952e-05
21	full	morphology	55	-0.0011523879563081207	7.968739397217622e-05
21	full	morphology	56	6.039025047588353e-06	-7.968739397216928e-05
21	full	morphology	57	3.9366672548113435e-05	-5.3124929314772584e-05
21	full	morphology	58	-0.0013709912395852841	-5.312492931477952e-05
21	full	morphology	59	0.00013060028965283799	2.65624646573967e-05
21	full	morphology	60	0.001451364421726442	-7.968739397216235e-05
21	full	morphology	61	0.0003118008581219911	0.00018593725260172833
21	full	morphology	62	-0.0010547421428512838	0.0002390621819165148
21	full	morphology	63	0.00025998296417450995	0.0001593747879443455
21	full	morphology	64	0.0014364779700641872	-5.312492931477952e-05
21	full	morphology	65	0.00022623309476055287	0.0001328123232869488
21	full	morphology	66	0.00010771085520300261	2.65624646573967e-05
21	full	morphology	67	0.00014103850270330565	-2.656246465738976e-05
21	full	morphology	68	0.0015196595537719793	5.312492931477952e-05
21	full	morphology	69	0.00015470733923428348	5.31249293147934e-05
21	full	morphology	70	0.0016586850481260518	0.0001593747879443455
21	full	morphology	71	0.00017197997055029557	2.65624646573967e-05
21	full	morphology	72	0.0014216405690107292	-5.3124929314765645e-05
21	full	morphology	73	0.0015670782597169142	7.968739397216928e-05
21	full	morphology	74	0.0015441888252668567	0.0001859372526017422
21	full	morphology	75	0.0014935394958414117	-5.312492931477952e-05
21	full	morphology	76	4.784092785836691e-05	-0.00010624985862955905
21	full	morphology	77	5.8652312213247626e-05	-2.656246465738976e-05
21	full	morphology	78	0.0001683761757651503	7.968739397216928e-05
21	full	morphology	79	-0.0012351473181028139	6.938893903907228e-18
21	full	morphology	80	0.0014939617177549547	0.00010624985862955905
21	full	morphology	81	-0.0012403909499324461	0.0
21	full	morphology	82	2.0130083493441475e-06	-0.00013281232328695575
21	full	morphology	83	6.993496909046826e-05	2.656246465738976e-05
21	full	morphology	84	0.001516851152205012	0.00010624985862956599
21	full	morphology	85	0.0015667050884125011	7.968739397217622e-05
21	full	morphology	86	0.0015859907280775243	0.00010624985862956599
21	full	morphology	87	-0.001219887695136035	0.00013281232328695575
21	full	morphology	88	0.0014320787820611969	-5.3124929314772584e-05
21	full	morphology	89	0.00030258026020302253	0.00018593725260173527
21	full	morphology	90	-0.0012343519248847468	5.312492931477952e-05
21	full	morphology	91	-0.0011881508340712	6.938893903907228e-18
21	full	morphology	92	0.00022019406971274247	5.312492931478646e-05
21	full	morphology	93	0.0001808273971649621	-7.968739397216928e-05
21	full	morphology	94	7.756478057396876e-05	-0.00015937478794433857
21	full	morphology	95	6.91395758726232e-05	-0.00013281232328695575
21	full	morphology	96	0.0014967701193220329	2.65624646573967e-05
21	full	morphology	97	0.0015112343490707447	2.65624646573967e-05
21	full	morphology	98	0.0015080037255902345	-2.656246465738976e-05
21	full	morphology	99	0.00012334364947397258	0.0001593747879443455
22	full	morphology	0		0.00019502984906231893
22	full	morphology	1		2.7628845308020657e-05
22	full	morphology	2		-0.00021194841072416128
22	full	morphology	3		5.68298051593745e-06
22	full	morphology	4		0.00020564408050227807
22	full	morphology	5		0.00015375607021011345
22	full	morphology	6		0.00023194965741369332
22	full	morphology	7		2.0845186237379056e-05
22	full	morphology	8		7.952181565908274e-05
22	full	morphology	9		0.00010177752019009927
22	full	morphology	10		-1.130160620292902e-05
22	full	morphology	11		-0.00010671618296070363
22	full	morphology	12		0.0004529452164993
22	full	morphology	13		-7.251556674653988e-05
22	full	morphology	14		4.5716002838331465e-06
22	full	morphology	15		0.00013136168527807038
22	full	morphology	16		7.043226824296304e-05
22	full	morphology	17		2.9116090336084137e-05
22	full	morphology	18		0.00010140739701264452
22	full	morphology	19		3.567470777714101e-05
22	full	morphology	20		6.69825207285004e-05
22	full	morphology	21		0.0002192644993756366
22	full	morphology	22		0.00021652001100799356
22	full	morphology	23		0.00014453854407036563
22	full	morphology	24		0.00015057376337991157
22	full	morphology	25		0.0002457885947385304
22	full	morphology	26		4.534153561645219e-05
22	full	morphology	27		0.00014416267927440905
22	full	morphology	28		0.0001646801413890068
22	full	morphology	29		0.0003568391935881354
22	full	morphology	30		0.00026152808088316347
22	full	morphology	31		0.0003261493898865601
22	full	morphology	32		0.00020478225657058306
22	full	morphology	33		0.00019777433742996196
22	full	morphology	34		6.499143218085309e-05
22	full	morphology	35		0.00011058252409771718
22	full	morphology	36		0.00016872427215090368
22	full	morphology	37		0.00013463531339572964
22	full	morphology	38		0.00018203485128532888
22	full	morphology	39		2.6328421354161573e-05
22	full	morphology	40		0.00017034027746219878
22	full	morphology	41		0.00033796058122757735
22	full	morphology	42		2.185092328299554e-06
22	full	morphology	43		8.423454813162676e-05
22	full	morphology	44		4.562607912495485e-05
22	full	morphology	45		3.881957561156779e-05
22	full	morphology	46		0.00017789939923597634
22	full	morphology	47		0.00021720571554288432
22	full	morphology	48		0.00012888463759468723
22	full	morphology	49		9.669466454009963e-05
22	full	morphology	50		-0.00018590453287850063
22	full	morphology	51		7.67349282367654e-05
22	full	morphology	52		0.00017007283677793802
22	full	morphology	53		-7.957988746682895e-07
22	full	morphology	54		0.00023595138912091678
22	full	morphology	55		0.0002544777626878672
22	full	morphology	56		-9.553041271605396e-05
22	full	morphology	57		-3.072724269735042e-05
22	full	morphology	58		1.881169863505658e-05
22	full	morphology	59		0.00011462665485961407
22	full	morphology	60		-0.0001205551202855381
22	full	morphology	61		0.00038526957938932616
22	full	morphology	62		0.0005323952654828559
22	full	morphology	63		0.000325068265943783
22	full	morphology	64		-9.970925959741812e-06
22	full	morphology	65		0.0002608481179667754
22	full	morphology	66		6.961284336594147e-05
22	full	morphology	67		4.447971168475805e-05
22	full	morphology	68		6.53070135382891e-05
22	full	morphology	69		9.165498950437865e-05
22	full	morphology	70		0.0003214676952629494
22	full	morphology	71		0.00017407456848516148
22	full	morphology	72		-8.149172999206283e-05
22	full	morphology	73		0.00015972604602223963
22	full	morphology	74		0.00027749182709777605
22	full	morphology	75		-4.3155661728548275e-05
22	full	morphology	76		-0.00012871514848486042
22	full	morphology	77		2.2899010011232998e-05
22	full	morphology	78		0.00018598844231937535
22	full	morphology	79		7.290931592634619e-05
22	full	morphology	80		0.00015019789858395326
22	full	morphology	81		0.00011756514700790761
22	full	morphology	82		-0.00022660677292601645
22	full	morphology	83		6.822187968423283e-05
22	full	morphology	84		0.0001889090500838209
22	full	morphology	85		0.00014719171115055388
22	full	morphology	86		0.00013918824773610696
22	full	morphology	87		0.00026382900916974324
22	full	morphology	88		-4.326653762793103e-05
22	full	morphology	89		0.0003933635825316235
22	full	morphology	90		0.00019739847263400452
22	full	morphology	91		0.00012249639793193018
22	full	morphology	92		0.00016233681404775185
22	full	morphology	93		-3.935534564855972e-05
22	full	morphology	94		-0.00011940630105765696
22	full	morphology	95		-0.00015263421744074294
22	full	morphology	96		4.938566637834995e-05
22	full	morphology	97		4.934326732367652e-05
22	full	morphology	98		-1.7774643975032936e-05
22	full	morphology	99		0.0002637687257312218
19	ltm	length	0	0.12573152663252873	0.042416802300634215
19	ltm	length	1	0.15583073893180477	0.04065976065935484
19	ltm	length	2	0.09257418618529267	0.028580814965110612
19	ltm	length	3	0.1972805084654482	0.03902995398496789
19	ltm	length	4	0.17436382839042963	0.04812519558233702
19	ltm	length	5	0.18294218807141138	0.04832921571693266
19	ltm	length	6	0.19870236187675006	0.05011185241411309
19	ltm	length	7	0.13811668857878567	0.03610487769831705
19	ltm	length	8	0.16591715609308455	0.05862552471399629
19	ltm	length	9	0.13153776411600326	0.03874280236899752
19	ltm	length	10	0.16119506060116495	0.046608839862748885
19	ltm	length	11	0.17280804404998285	0.04406747961339913
19	ltm	length	12	0.15645315436435736	0.032215786900890275
19	ltm	length	13	0.19767093537326386	0.05005195377987792
19	ltm	length	14	0.12320845862223362	0.04551050375879612
19	ltm	length	15	0.13155135965120135	0.0300238391105076
19	ltm	length	16	0.15650218316215325	0.036273502869828056
19	ltm	length	17	0.15728528052329183	0.0360351791568983
19	ltm	length	18	0.12817663971099347	0.04787107672068969
19	ltm	length	19	0.1627523634422544	0.051350856424914215
19	ltm	length	20	0.12821106295481743	0.046990193691288706
19	ltm	length	21	0.10372738775677859	0.01841646535246233
19	ltm	length	22	0.1914274787847211	0.04164700801727028
19	ltm	length	23	0.1465393549591013	0.04345051535282879
19	ltm	length	24	0.2002014521199822	0.04944842245926362
19	ltm	length	25	0.16423807471328378	0.0497001791121493
19	ltm	length	26	0.08396885199690995	0.025542287723661017
19	ltm	length	27	0.11688053997329695	0.02536259182095535
19	ltm	length	28	0.155891411638165	0.04254876168504956
19	ltm	length	29	0.19501639654232683	0.04884725334741069
19	ltm	length	30	0.13068408520357866	0.03115884100155597
19	ltm	length	31	0.08919375257230011	0.02937147988685268
19	ltm	length	32	0.17295607205123087	0.05071538373472728
19	ltm	length	33	0.1777747066380998	0.04183886603592091
19	ltm	length	34	0.13375927901401374	0.03263853093404845
19	ltm	length	35	0.1783181571200475	0.04594304769913787
19	ltm	length	36	0.19974687543356517	0.04265985043108689
19	ltm	length	37	0.16351362307599349	0.048872848403311686
19	ltm	length	38	0.16344159837994232	0.04203072405457148
19	ltm	length	39	0.17892075486274817	0.045813450523483956
19	ltm	length	40	0.18254829103631887	0.054604474532154224
19	ltm	length	41	0.20932376381981643	0.046377953848241116
19	ltm	length	42	0.21421962829365215	0.04364709778900239
19	ltm	length	43	0.08029872574319197	0.022666039340050792
19	ltm	length	44	0.12021519835277505	0.029806386035955923
19	ltm	length	45	0.15998291791624542	0.039343971480850504
19	ltm	length	46	0.14550720341075085	0.04430580332632905
19	ltm	length	47	0.07469504216855039	0.029815094558389044
19	ltm	length	48	0.14330521428371845	0.041921997517295695
19	ltm	length	49	0.1355367099082806	0.054335831345800445
19	ltm	length	50	0.154584464921935	0.05734876353134899
19	ltm	length	51	0.09758619088093312	0.03158902273313635
19	ltm	length	52	0.1772434085465856	0.04630589309806099
19	ltm	length	53	0.07290799434823159	0.02745688380525696
19	ltm	length	54	0.1135793632297829	0.03871720731309647
19	ltm	length	55	0.208536179367663	0.03733517318668522
19	ltm	length	56	0.13613656256856888	0.03756133478367002
19	ltm	length	57	0.16566412329672697	0.04499482833707941
19	ltm	length	58	0.13433071402213626	0.04287257908811559
19	ltm	length	59	0.10349345455037162	0.028275505991661343
19	ltm	length	60	0.22157796342730074	0.05142527938385599
19	ltm	length	61	0.15882768589153584	0.039395161592652495
19	ltm	length	62	0.1226756420300763	0.03506880243736088
19	ltm	length	63	0.10903552381079318	0.02784296205131953
19	ltm	length	64	0.16184821258726867	0.05468524380476747
19	ltm	length	65	0.12588302476105362	0.02205143728824177
19	ltm	length	66	0.14135675948994864	0.04674079924716429
19	ltm	length	67	0.07899026052631908	0.03715202369046766
19	ltm	length	68	0.19970160868191966	0.05874768419122822
19	ltm	length	69	0.10908354258981501	0.03726075022774361
19	ltm	length	70	0.1545767996225167	0.049267635171807544
19	ltm	length	71	0.1748384323847293	0.051808995421157245
19	ltm	length	72	0.10478507066776532	0.03309430772152999
19	ltm	length	73	0.17197960458132067	0.041563876535895494
19	ltm	length	74	0.14762400543252507	0.038224764738519545
19	ltm	length	75	0.08971912042803465	0.0217851563106497
19	ltm	length	76	0.13205199654504263	0.04918450369043281
19	ltm	length	77	0.15226807063673597	0.03997309785736558
19	ltm	length	78	0.2081455358968518	0.04830598286979304
19	ltm	length	79	0.1473335877469355	0.03970681687977351
19	ltm	length	80	0.12381503497407997	0.035237427608871996
19	ltm	length	81	0.12188813293380063	0.04252316662914857
19	ltm	length	82	0.1812022174222544	0.05268987845055839
19	ltm	length	83	0.1546168611832469	0.032215786900890275
19	ltm	length	84	0.12623339010813917	0.04480060810966746
19	ltm	length	85	0.12245110224176214	0.03227568553512544
19	ltm	length	86	0.13051378634894029	0.03498330874722466
19	ltm	length	87	0.1438224083581653	0.04852343594434472
19	ltm	length	88	0.11141475899198194	0.038525349294445954
19	ltm	length	89	0.10020782496868974	0.039921907745563645
19	ltm	length	90	0.1492384354968196	0.042768576968362615
19	ltm	length	91	0.06119224964981085	0.016330881890594062
19	ltm	length	92	0.1313786006880603	0.04279815612917398
19	ltm	length	93	0.16170755796656544	0.05299046300648469
19	ltm	length	94	0.12515293480685707	0.03334606437441573
19	ltm	length	95	0.160879911953682	0.052171840820080306
19	ltm	length	96	0.1495578546723224	0.04731401109435457
19	ltm	length	97	0.11769979564189781	0.024735827653201536
19	ltm	length	98	0.12590978270545938	0.03992426995432519
19	ltm	length	99	0.14611623987110056	0.044113945307678315
20	ltm	length	0	0.10656458557171988	0.03129747321067522
20	ltm	length	1	0.11683871149265179	0.024673210233879028
20	ltm	length	2	0.05724657257393995	0.019976992719063447
20	ltm	length	3	0.10078211665916914	0.027720383114006042
20	ltm	length	4	0.11277530547890124	0.0297349775930828
20	ltm	length	5	0.15349009873502983	0.035788407257120014
20	ltm	length	6	0.12997893515138392	0.03251634236272605
20	ltm	length	7	0.11586520754009566	0.03278758941513871
20	ltm	length	8	0.12186268607825501	0.037238945311158345
20	ltm	length	9	0.10095972696222655	0.029462753653511642
20	ltm	length	10	0.04794585976776966	0.015234781224735261
20	ltm	length	11	0.08585665936906461	0.01880545549231699
20	ltm	length	12	0.05164972281689939	0.011445630771974247
20	ltm	length	13	0.11162467498374817	0.030561911467128833
20	ltm	length	14	0.11266868479439018	0.03797450705470479
20	ltm	length	15	0.07085898923059208	0.018778093171541665
20	ltm	length	16	0.11527500059613693	0.02682650876875986
20	ltm	length	17	0.1061125805331129	0.02603139927025916
20	ltm	length	18	0.09773558200300947	0.034457580541515154
20	ltm	length	19	0.07289968243951206	0.02667497305478067
20	ltm	length	20	0.08400862664718745	0.03055647252519994
20	ltm	length	21	0.07397237282238045	0.01367772454907168
20	ltm	length	22	0.10039525356590895	0.01710907893232405
20	ltm	length	23	0.08303560645509178	0.02334916040599505
20	ltm	length	24	0.14335237689137337	0.03825894682392572
20	ltm	length	25	0.06668104451767187	0.025694549692438395
20	ltm	length	26	0.06667501516888363	0.01977946302557182
20	ltm	length	27	0.0927176367661946	0.023692786871536586
20	ltm	length	28	0.10591508435561425	0.028892897227911107
20	ltm	length	29	0.0904253353447807	0.022401538306356716
20	ltm	length	30	0.09014725411528424	0.01692340400984882
20	ltm	length	31	0.04417694561108754	0.024502065974004117
20	ltm	length	32	0.10756364139632846	0.027700413509476884
20	ltm	length	33	0.09836775144659327	0.019917806022742623
20	ltm	length	34	0.0906150043454147	0.021944616331469158
20	ltm	length	35	0.1353289828148968	0.03861032706434686
20	ltm	length	36	0.10874651854837136	0.018824087151054103
20	ltm	length	37	0.08570913454364404	0.02228182696792308
20	ltm	length	38	0.1171187722258129	0.032721625831097
20	ltm	length	39	0.11733804294362271	0.02419667971309547
20	ltm	length	40	0.10865732047417631	0.02704498495393909
20	ltm	length	41	0.11940702380210311	0.02813095005074806
20	ltm	length	42	0.13474114829726913	0.024891686419058312
20	ltm	length	43	0.08507687426226607	0.025568061466283987
20	ltm	length	44	0.0593155534324199	0.019725715271179944
20	ltm	length	45	0.06337829401012152	0.01843446670600002
20	ltm	length	46	0.09922614210172487	0.030410375753149754
20	ltm	length	47	0.03492316629461556	0.020667898428889275
20	ltm	length	48	0.04849071980302899	0.01782503212997455
20	ltm	length	49	0.07460120231871203	0.03149090190802989
20	ltm	length	50	0.0933507273547276	0.03403382088796486
20	ltm	length	51	0.07972502877067711	0.022156676687560828
20	ltm	length	52	0.10958520500465019	0.0235280584407494
20	ltm	length	53	0.10611209677265243	0.03202661912513427
20	ltm	length	54	0.09188185095852996	0.032404384799172015
20	ltm	length	55	0.1364747331577708	0.024970842719908237
20	ltm	length	56	0.08291512924492805	0.029038993999961182
20	ltm	length	57	0.10381641094216387	0.023137100049903214
20	ltm	length	58	0.07164431992571851	0.021964585935998093
20	ltm	length	59	0.062371320170854117	0.01983223389280525
20	ltm	length	60	0.14486264118894154	0.03238343830748419
20	ltm	length	61	0.11060810571102941	0.027593894887851744
20	ltm	length	62	0.07489221892891196	0.024150685733582977
20	ltm	length	63	0.08312045259929113	0.01734850160919099
20	ltm	length	64	0.08381895764655334	0.03443797199561932
20	ltm	length	65	0.08016159070263262	0.018996569356721116
20	ltm	length	66	0.04865465525602175	0.020162667641538512
20	ltm	length	67	0.05466005180883993	0.023322774972378224
20	ltm	length	68	0.10007115999166394	0.03188052235308414
20	ltm	length	69	0.049201403957151446	0.023335967689186554
20	ltm	length	70	0.14059975949402748	0.042386284800299545
20	ltm	length	71	0.08376608564586141	0.02007709551160114
20	ltm	length	72	0.08450250334762488	0.024614023537558205
20	ltm	length	73	0.15582774706514302	0.04000675630536005
20	ltm	length	74	0.08943797486657168	0.020852235405572517
20	ltm	length	75	0.041290569076179784	0.008631464739626837
20	ltm	length	76	0.08160622929439387	0.02736997976074368
20	ltm	length	77	0.10979466904193103	0.03223734153543406
20	ltm	length	78	0.14559905889070524	0.02620388147592595
20	ltm	length	79	0.11865072022589829	0.02594582714032173
20	ltm	length	80	0.09993484675218267	0.03144356998272552
